Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness
R0226,Tech-Savvy Millennial,28,3,4,3,3,3,2,1,0,1,1,0,1,0,3,3,3,2,3,3,4,4,4,4,4,1,5,4,4,3,4,6,6,3,50,2,3.12,3.0,4.33,3.36,5.44,7.0,4,0.6431
R0227,High-Earning Nomad,33,4,5,2,5,1,3,1,1,0,1,0,1,1,3,1,2,3,3,2,4,5,3,4,5,4,7,2,3,4,6,6,8,2,150,3,2.5,6.0,3.17,4.05,3.8,9.0,4,0.6619
R0228,Senior Finance Pro,48,3,3,5,3,2,2,0,1,0,1,1,0,1,2,3,4,4,1,3,5,3,4,4,4,2,5,4,5,4,5,3,8,2,50,6,2.88,4.0,4.33,3.54,4.76,7.0,4,0.5981
R0229,High-Earning Nomad,32,2,5,3,4,1,2,0,0,1,1,0,0,0,4,4,3,2,2,3,4,5,4,3,4,3,7,4,4,5,4,7,8,3,150,4,3.25,1.0,4.0,4.22,5.7,4.0,2,0.735
R0230,Struggling Expat,37,3,1,4,3,2,3,0,0,0,0,0,0,0,3,5,4,4,4,4,4,5,4,4,4,2,4,5,3,4,2,3,5,1,10,2,4.25,1.0,3.83,4.22,8.1,3.0,0,0.5131
R0231,Cautious Saver,36,3,5,4,2,1,2,0,0,0,0,1,1,1,3,3,4,2,3,1,4,3,5,3,3,2,6,3,4,5,1,4,8,2,50,6,2.62,1.0,3.67,3.51,5.04,5.0,4,0.6169
R0232,Struggling Expat,37,3,1,5,3,1,4,0,0,0,1,0,0,1,4,4,4,5,3,5,4,4,4,5,2,2,4,3,5,4,3,2,5,3,10,2,4.38,1.0,4.17,4.59,8.16,4.0,3,0.5219
R0233,Struggling Expat,36,3,1,4,3,1,3,0,0,1,1,1,0,1,5,3,4,3,5,4,4,4,4,4,3,3,4,5,2,5,1,3,2,3,30,2,3.75,0.0,4.33,4.28,7.3,4.0,5,0.5481
R0234,Struggling Expat,35,3,2,5,3,1,2,0,0,0,0,1,0,0,3,5,5,4,3,3,5,4,4,5,4,3,6,4,3,4,4,5,3,3,10,3,4.12,0.0,4.33,4.46,7.44,3.0,2,0.6781
R0235,Tech-Savvy Millennial,30,2,3,4,3,1,2,1,0,1,1,1,1,1,4,2,4,1,3,2,5,5,3,4,4,3,5,3,3,4,5,2,9,2,50,2,2.88,3.0,3.83,3.84,4.76,8.0,5,0.5481
R0236,Cautious Saver,46,2,4,5,2,3,4,1,0,0,1,0,0,0,3,3,2,3,2,3,4,4,5,4,3,2,8,3,3,4,5,5,4,2,50,1,2.88,3.0,3.33,3.04,4.76,4.0,1,0.7081
R0237,Senior Finance Pro,46,2,5,5,3,2,2,0,0,0,1,0,0,1,5,4,3,1,3,3,4,4,3,3,5,1,9,3,4,3,6,6,6,2,80,3,3.25,1.0,3.67,3.72,5.3,4.0,4,0.7969
R0238,Tech-Savvy Millennial,33,2,3,3,3,2,2,1,1,0,1,0,0,1,5,5,5,5,5,5,4,5,4,3,3,3,10,4,3,3,5,5,10,1,30,3,3.0,6.0,3.67,3.6,5.0,9.0,3,0.8319
R0239,Struggling Expat,41,3,2,3,2,1,4,0,1,0,0,0,1,1,4,5,4,5,4,3,5,4,5,5,3,2,6,4,4,5,3,6,5,3,30,5,3.88,4.0,3.83,4.14,7.16,8.0,4,0.6581
R0240,Tech-Savvy Millennial,30,5,3,2,3,1,2,1,1,0,0,1,1,1,3,4,3,2,3,3,5,3,5,4,3,2,8,3,5,4,5,7,7,4,50,2,3.12,6.0,3.83,3.96,5.24,9.0,3,0.7731
R0241,High-Earning Nomad,44,5,5,1,4,1,4,1,1,0,1,0,1,1,3,3,3,3,4,4,4,5,3,4,4,2,7,5,3,4,4,3,7,1,80,3,3.75,6.0,3.67,4.47,6.7,9.0,4,0.6519
R0242,High-Earning Nomad,45,4,5,5,5,1,3,0,1,0,0,0,1,1,3,3,4,2,1,3,5,5,4,5,5,2,7,5,5,5,4,7,9,1,50,4,2.88,4.0,4.5,4.24,4.96,9.0,2,0.77
R0243,High-Earning Nomad,42,3,5,4,4,1,3,0,1,0,1,0,1,1,3,3,2,2,2,2,5,4,3,3,4,1,6,4,4,4,5,5,5,2,80,4,2.5,4.0,4.17,3.85,4.0,9.0,5,0.6669
R0244,Senior Finance Pro,45,2,4,5,4,4,2,0,0,0,1,0,0,1,1,1,3,2,2,3,3,4,4,4,4,3,6,3,4,4,3,3,5,3,80,3,2.5,1.0,3.5,2.95,4.4,5.0,4,0.59
R0245,Tech-Savvy Millennial,32,4,5,4,3,2,2,1,1,0,1,1,1,1,3,3,3,2,3,2,4,4,5,3,3,3,7,4,3,4,5,3,10,2,30,2,3.0,6.0,3.67,3.6,5.0,9.0,5,0.6519
R0246,High-Earning Nomad,41,4,4,5,3,1,3,0,0,0,0,0,0,1,2,4,3,2,3,3,5,5,4,4,5,2,4,3,5,4,3,3,6,4,80,2,3.12,1.0,3.67,3.96,5.64,4.0,2,0.5019
R0247,Senior Finance Pro,44,4,3,3,4,2,2,1,0,0,0,1,1,0,5,5,5,5,5,5,3,4,4,5,3,1,10,4,3,3,3,2,10,2,150,6,2.62,3.0,3.67,3.61,4.64,8.0,3,0.7869
R0248,High-Earning Nomad,37,5,2,3,4,1,2,1,1,0,0,1,0,1,3,3,3,3,2,2,5,5,2,4,5,4,7,4,5,5,3,7,5,1,80,2,2.88,6.0,4.33,4.04,5.16,9.0,3,0.7581
R0249,High-Earning Nomad,33,4,5,3,4,1,2,0,0,0,1,1,1,1,3,2,3,3,4,3,4,4,4,5,4,1,7,4,3,5,6,4,8,2,80,4,3.25,1.0,4.17,4.22,5.3,7.0,5,0.7019
R0250,Cautious Saver,43,4,3,4,2,2,3,1,0,0,1,1,0,0,3,2,2,2,2,2,3,4,4,3,4,3,3,3,4,4,4,3,7,2,30,1,2.38,3.0,4.0,3.09,3.96,4.0,3,0.475
R0251,Senior Finance Pro,46,2,4,5,4,2,3,0,0,1,1,1,1,1,4,2,3,1,2,3,3,4,4,5,5,2,4,4,4,4,5,3,7,2,80,2,2.62,1.0,3.83,3.61,4.24,7.0,5,0.5131
R0252,Senior Finance Pro,46,5,4,5,4,1,2,1,0,0,0,1,0,1,2,2,4,4,1,1,4,3,4,4,4,4,10,4,5,4,6,6,6,4,50,4,2.5,3.0,4.0,3.85,3.8,7.0,3,0.87
R0253,Cautious Saver,44,4,3,5,2,2,3,0,0,0,0,0,0,0,1,2,2,5,2,3,4,3,4,4,4,3,1,3,4,4,5,1,2,2,50,2,2.62,1.0,3.67,3.21,4.24,2.0,1,0.3219
R0254,Senior Finance Pro,48,3,4,5,4,2,2,1,1,0,1,1,1,1,2,2,1,2,3,3,3,5,4,4,4,2,7,4,5,4,5,5,8,2,50,6,2.38,6.0,4.17,3.49,3.76,9.0,6,0.7169
R0255,Tech-Savvy Millennial,26,3,4,2,3,1,2,0,1,1,1,0,0,1,3,2,1,3,2,2,4,4,5,5,3,2,7,4,3,5,7,4,8,2,30,3,2.62,4.0,4.33,3.71,3.84,7.0,3,0.7131
R0256,Struggling Expat,43,2,3,2,2,1,3,1,0,0,1,0,0,1,4,3,4,4,5,2,4,4,5,5,2,3,6,4,3,3,3,4,8,4,10,2,4.0,3.0,3.67,4.2,7.4,5.0,4,0.6169
R0257,High-Earning Nomad,39,5,3,5,4,2,3,0,0,0,0,1,1,0,2,4,4,5,4,2,5,4,5,4,4,2,7,5,5,3,4,6,10,1,50,3,3.38,1.0,3.5,3.99,5.96,6.0,4,0.685
R0258,Struggling Expat,34,1,2,3,2,1,5,1,0,1,1,1,0,0,3,5,5,3,4,5,4,4,4,4,3,3,6,4,3,4,2,3,5,5,0,2,4.38,2.0,3.83,4.39,8.36,4.0,4,0.6131
R0259,Struggling Expat,36,3,3,3,3,1,4,0,0,0,0,1,0,0,4,4,5,5,3,3,4,5,5,5,2,3,7,4,5,4,1,8,5,3,10,3,4.12,1.0,4.0,4.46,8.04,3.0,2,0.75
R0260,Tech-Savvy Millennial,29,2,4,1,4,3,3,1,0,0,0,0,0,1,4,2,5,1,4,4,4,5,4,4,5,3,6,4,4,5,4,4,7,2,80,1,3.38,3.0,4.17,3.69,5.96,7.0,1,0.6519
R0261,Struggling Expat,31,3,2,3,3,1,4,0,1,1,1,0,0,1,4,3,5,3,3,3,5,4,5,5,3,3,2,3,3,5,5,1,3,2,10,2,3.75,3.0,3.33,4.28,6.5,7.0,3,0.3481
R0262,High-Earning Nomad,32,3,5,3,4,1,3,0,0,0,0,0,0,0,2,4,4,2,4,2,3,3,4,5,4,1,3,4,3,5,6,3,6,2,50,4,3.38,1.0,3.5,4.29,5.56,4.0,0,0.44
R0263,Tech-Savvy Millennial,32,2,3,2,3,2,3,1,1,0,1,0,0,1,4,3,3,4,3,2,4,4,4,3,3,3,9,5,4,4,5,6,8,1,50,6,3.25,6.0,3.83,3.72,5.5,9.0,3,0.8081
R0264,Struggling Expat,34,2,1,4,2,1,3,0,0,0,1,1,1,1,5,3,5,5,4,4,3,3,5,4,3,3,7,4,4,4,1,4,4,3,10,2,4.5,1.0,3.83,4.45,8.56,5.0,4,0.6781
R0265,High-Earning Nomad,35,5,4,4,3,1,4,1,1,0,1,1,0,0,5,5,4,4,2,3,5,4,4,5,5,2,6,4,4,5,5,5,7,2,150,4,3.75,6.0,4.17,4.28,6.5,8.0,3,0.6669
R0266,Cautious Saver,48,2,2,4,4,2,2,1,0,1,0,0,0,1,2,4,3,3,1,3,3,5,4,4,4,4,6,3,3,3,5,4,4,4,30,4,2.75,3.0,3.5,3.68,4.5,7.0,3,0.605
R0267,Struggling Expat,38,2,3,1,2,1,3,0,0,0,1,0,1,0,4,4,5,3,5,5,5,4,3,5,3,3,6,4,5,4,2,5,5,4,30,3,4.38,1.0,4.33,4.39,8.36,4.0,3,0.6781
R0268,Cautious Saver,36,3,4,5,3,3,3,0,0,0,0,1,0,1,4,1,3,3,3,3,2,3,4,4,4,3,4,3,2,3,4,3,7,3,30,4,2.75,1.0,3.0,3.18,4.7,4.0,2,0.455
R0269,Senior Finance Pro,41,3,3,1,3,1,1,1,1,1,1,0,1,1,4,2,2,1,1,1,4,3,5,4,4,2,4,3,4,3,6,2,8,1,50,5,2.0,6.0,3.67,3.4,3.0,9.0,4,0.4869
R0270,Senior Finance Pro,50,5,5,5,3,2,3,1,1,0,0,1,0,0,2,2,3,2,1,2,3,3,3,3,4,3,4,3,4,3,7,2,7,1,80,2,2.38,6.0,3.67,3.29,3.36,8.0,2,0.4869
R0271,Cautious Saver,40,2,2,4,3,1,1,0,0,0,1,0,1,0,2,4,3,2,3,2,4,3,5,4,3,3,8,5,5,2,7,7,5,3,50,2,3.12,1.0,4.0,3.96,4.84,5.0,3,0.785
R0272,Cautious Saver,39,3,5,3,2,2,2,0,1,0,1,0,1,1,3,4,3,5,3,3,3,4,5,5,3,2,7,4,4,4,5,4,6,4,30,3,3.62,4.0,4.0,3.71,6.24,8.0,5,0.69
R0273,High-Earning Nomad,45,3,3,3,4,2,2,1,0,0,1,0,0,0,3,4,4,4,4,1,4,5,3,5,5,2,8,4,3,4,5,7,8,2,80,2,3.25,2.0,3.67,3.92,5.5,6.0,1,0.7619
R0274,High-Earning Nomad,41,3,5,1,4,1,5,1,0,1,1,0,1,1,5,4,4,3,3,5,3,4,4,4,4,1,8,4,4,4,5,5,6,2,80,3,3.88,3.0,3.83,4.54,6.76,9.0,4,0.7431
R0275,Struggling Expat,39,3,3,3,2,1,2,0,0,1,1,0,0,1,4,3,5,3,1,2,3,5,4,4,2,2,5,5,3,2,3,3,5,4,10,2,3.12,1.0,4.0,3.76,5.64,3.0,3,0.575
R0276,Struggling Expat,35,3,5,2,2,1,4,0,0,0,1,1,0,1,3,5,5,3,4,4,4,5,4,5,4,2,4,3,5,4,3,5,2,2,10,1,4.25,0.0,3.83,4.32,7.9,3.0,4,0.5431
R0277,Cautious Saver,48,3,4,5,2,2,4,0,0,0,1,1,1,1,2,3,2,2,1,2,3,5,5,4,3,1,3,3,4,4,5,3,10,5,0,3,2.38,1.0,3.67,3.09,3.76,5.0,5,0.4519
R0278,Struggling Expat,32,2,4,2,3,1,4,1,0,1,1,1,1,1,4,4,4,4,4,3,3,4,4,5,2,1,3,5,4,4,2,4,8,2,30,1,4.12,3.0,3.83,4.46,7.84,8.0,5,0.4781
R0279,Cautious Saver,41,3,2,4,1,1,3,0,0,0,1,0,0,0,4,3,3,3,2,2,2,5,5,4,3,2,8,3,4,5,4,7,6,3,30,1,2.88,1.0,3.67,3.44,4.96,1.0,2,0.7619
R0280,Cautious Saver,36,3,3,4,2,2,2,1,0,1,0,0,0,0,5,5,5,5,5,5,3,4,5,4,4,3,10,4,3,3,5,1,10,3,50,3,3.0,3.0,3.5,3.4,5.0,4.0,0,0.76
R0281,High-Earning Nomad,39,5,5,3,5,3,4,1,1,0,0,1,1,1,4,4,4,2,3,3,5,5,3,5,5,3,7,2,2,5,5,4,8,2,50,4,3.5,6.0,3.5,3.95,6.0,9.0,4,0.655
R0282,Senior Finance Pro,51,3,5,1,4,3,3,0,0,0,1,1,0,1,2,1,3,1,4,3,4,3,5,5,5,2,8,3,5,2,5,8,6,2,50,4,2.25,1.0,3.67,3.12,3.5,5.0,4,0.7769
R0283,Senior Finance Pro,45,3,5,1,4,1,2,0,1,1,1,1,0,1,3,3,3,1,3,2,4,4,4,4,4,3,5,5,4,4,6,2,6,1,50,1,2.38,4.0,3.83,3.79,3.56,8.0,5,0.5481
R0284,Tech-Savvy Millennial,28,3,3,1,4,1,2,1,0,0,0,1,1,1,4,3,3,3,3,2,5,4,3,3,3,1,10,5,5,4,6,8,8,1,30,1,3.25,3.0,4.5,4.22,5.3,9.0,3,0.935
R0285,Struggling Expat,33,3,2,4,3,2,3,0,1,1,1,0,0,1,4,5,3,3,4,1,5,3,5,5,3,3,5,4,4,4,4,5,6,1,30,2,3.75,3.0,4.17,3.98,6.7,7.0,4,0.6169
R0286,Tech-Savvy Millennial,33,2,2,2,3,1,1,1,0,0,1,0,1,1,2,2,3,4,2,2,5,4,4,4,4,2,8,4,3,4,2,8,5,2,80,2,3.0,3.0,3.67,3.9,5.6,8.0,4,0.7769
R0287,Struggling Expat,37,5,4,5,2,1,5,0,0,0,1,0,0,0,4,3,5,4,4,2,4,4,4,4,3,2,7,5,3,5,3,4,5,5,0,2,3.88,1.0,4.17,4.14,7.16,2.0,3,0.7019
R0288,Struggling Expat,37,2,3,4,3,1,5,0,0,0,1,0,0,1,4,4,5,5,4,4,4,4,5,5,3,1,5,5,3,3,4,5,7,3,10,2,4.38,0.0,4.0,4.59,7.96,4.0,4,0.605
R0289,Senior Finance Pro,44,5,3,4,3,2,1,0,0,0,0,0,0,1,5,2,3,3,2,2,4,4,3,3,5,2,4,3,4,2,5,4,8,2,80,3,2.88,1.0,3.0,3.54,4.76,4.0,3,0.47
R0290,Struggling Expat,33,2,3,3,3,1,3,0,0,1,1,1,0,1,3,3,3,3,3,3,4,5,5,5,3,3,5,3,3,3,1,2,7,3,10,1,4.25,0.0,4.17,4.53,8.3,4.0,5,0.5719
R0291,Tech-Savvy Millennial,30,3,4,3,4,3,2,1,1,0,1,1,1,1,3,5,2,3,4,3,3,4,4,4,4,3,9,4,5,3,4,8,7,2,50,1,3.25,6.0,4.33,3.62,5.7,9.0,4,0.8731
R0292,Tech-Savvy Millennial,34,5,4,2,3,1,2,1,1,0,0,1,0,0,1,2,5,5,2,2,4,3,3,5,2,1,5,4,5,4,4,5,7,3,50,1,3.12,6.0,4.0,3.96,5.44,8.0,2,0.605
R0293,Cautious Saver,44,2,3,2,2,3,3,0,0,0,1,1,0,1,1,3,3,1,1,3,4,4,5,4,4,2,7,5,4,3,6,5,6,1,80,4,2.5,1.0,3.33,2.85,3.8,3.0,5,0.6581
R0294,Senior Finance Pro,40,5,4,4,3,3,3,0,1,0,1,1,0,1,3,3,3,2,2,3,2,2,5,4,5,3,7,3,3,4,7,6,8,3,50,4,2.62,3.0,3.67,3.11,3.84,7.0,4,0.6969
R0295,Tech-Savvy Millennial,29,3,3,2,3,1,1,1,1,1,1,1,0,0,4,3,3,5,4,1,3,5,4,4,4,2,7,3,4,5,6,7,10,1,50,4,3.5,6.0,3.33,4.15,5.8,8.0,4,0.6881
R0296,Struggling Expat,34,5,3,3,2,1,3,0,0,0,1,0,0,1,4,3,5,3,3,4,3,5,4,4,3,3,6,5,5,3,5,3,3,2,30,1,3.88,0.0,4.0,4.14,6.76,3.0,2,0.625
R0297,Cautious Saver,33,3,3,4,3,3,4,0,0,0,1,0,0,1,3,3,4,5,1,2,3,3,4,5,3,3,5,5,3,5,7,5,7,2,30,3,3.12,1.0,3.5,3.36,4.84,4.0,3,0.57
R0298,Tech-Savvy Millennial,34,2,3,4,3,3,2,1,0,1,1,0,0,1,3,3,4,3,2,5,4,5,5,4,4,3,8,5,5,4,5,9,5,1,50,3,3.38,3.0,4.0,3.49,5.76,6.0,2,0.815
R0299,Struggling Expat,38,2,3,4,2,1,2,0,1,0,1,0,0,1,4,3,4,4,3,3,5,4,4,4,2,3,4,3,4,4,2,6,4,3,10,1,3.88,4.0,3.83,4.14,7.36,6.0,3,0.5581
R0300,Tech-Savvy Millennial,29,2,3,3,3,2,2,0,1,1,0,0,0,1,2,2,1,3,2,1,5,4,5,2,4,3,6,3,5,4,4,4,6,2,50,2,2.25,4.0,3.5,3.22,3.7,7.0,2,0.605
R0301,Tech-Savvy Millennial,34,2,2,4,3,2,2,1,1,0,1,0,0,0,3,3,3,3,3,3,5,5,4,5,3,2,8,4,4,5,4,7,5,3,30,1,3.0,6.0,4.33,3.6,5.2,8.0,3,0.8081
R0302,Struggling Expat,42,2,3,5,2,1,5,1,0,0,0,0,1,1,4,4,5,4,5,4,4,4,4,5,3,1,6,4,5,2,3,4,6,3,30,2,4.38,2.0,3.67,4.39,8.16,7.0,3,0.6169
R0303,Struggling Expat,39,2,2,4,2,2,4,0,0,1,1,1,0,0,4,3,5,3,5,4,4,5,4,5,3,4,5,5,3,3,1,2,4,5,0,2,4.25,1.0,3.83,4.03,8.3,2.0,2,0.5481
R0304,Struggling Expat,37,2,3,4,2,1,5,0,0,1,1,1,0,1,3,4,5,5,5,2,5,4,5,5,3,2,5,4,3,4,4,3,7,3,10,1,4.25,1.0,3.5,4.32,7.7,3.0,4,0.54
R0305,Cautious Saver,41,3,2,5,1,2,3,0,0,1,0,0,0,1,3,2,3,1,2,2,4,5,5,4,2,3,6,5,2,3,10,5,6,3,50,3,2.38,1.0,3.33,2.89,3.0,2.0,3,0.6081
R0306,High-Earning Nomad,44,3,5,4,4,1,4,1,0,0,1,1,1,1,4,4,4,4,3,4,4,4,4,4,5,1,5,3,2,5,3,3,10,5,0,4,3.62,3.0,3.5,4.41,6.64,9.0,4,0.54
R0307,Struggling Expat,41,2,2,4,2,1,3,0,1,1,0,1,0,0,4,3,5,3,5,4,4,4,5,5,4,3,5,4,4,3,3,2,6,2,30,1,4.0,3.0,3.83,4.2,7.4,5.0,2,0.5481
R0308,Senior Finance Pro,43,4,2,5,4,1,2,1,0,0,0,0,0,0,2,3,4,1,1,4,4,4,5,5,5,2,7,3,4,3,5,6,9,2,50,4,2.62,3.0,3.33,3.91,4.24,6.0,1,0.6731
R0309,Cautious Saver,37,2,2,4,3,2,2,0,0,1,1,1,0,1,4,4,3,2,3,3,4,3,5,3,3,2,3,2,5,5,4,6,6,4,50,2,3.12,1.0,3.67,3.66,5.44,4.0,5,0.4969
R0310,Tech-Savvy Millennial,29,2,5,1,2,2,2,1,0,1,1,0,1,1,3,3,3,3,3,3,5,5,4,3,2,2,4,5,4,5,5,2,8,4,50,2,3.12,3.0,4.17,3.46,5.24,7.0,5,0.5219
R0311,Senior Finance Pro,43,3,5,5,3,3,3,0,0,0,1,1,1,1,2,4,3,3,2,3,4,5,5,5,5,2,6,4,5,2,10,5,5,2,50,2,2.75,1.0,3.67,3.18,3.5,6.0,5,0.6319
R0312,Tech-Savvy Millennial,33,5,3,1,2,2,2,0,0,0,0,1,0,1,5,4,3,3,2,3,4,4,4,5,3,3,6,5,5,5,6,4,9,2,50,6,3.5,1.0,4.5,3.65,5.8,3.0,2,0.675
R0313,Tech-Savvy Millennial,31,5,4,4,3,1,3,1,0,0,1,1,0,0,4,4,4,4,2,3,3,4,4,2,3,3,9,3,5,5,4,7,7,1,50,2,3.38,3.0,4.33,4.09,5.96,5.0,3,0.8581
R0314,High-Earning Nomad,37,3,5,4,4,1,2,0,1,0,1,1,0,1,4,4,4,4,2,2,3,4,4,4,5,2,5,4,5,4,5,4,10,4,80,3,3.38,4.0,4.0,4.29,5.76,8.0,4,0.59
R0315,Cautious Saver,48,3,3,5,4,2,3,0,0,0,0,0,0,1,2,3,2,3,1,4,4,3,5,5,3,3,5,5,2,4,4,4,7,4,10,3,2.75,1.0,3.33,3.68,4.7,5.0,2,0.5431
R0316,Struggling Expat,39,2,2,1,2,1,2,0,0,0,0,1,0,1,3,2,5,5,3,3,5,4,5,5,3,2,1,5,4,3,2,2,4,4,10,2,3.88,0.0,4.0,4.14,7.36,3.0,3,0.36
R0317,Senior Finance Pro,47,4,5,5,3,2,2,1,1,0,1,0,0,1,3,2,3,2,5,3,5,4,4,5,4,2,5,5,5,4,5,5,8,1,80,3,2.88,6.0,3.83,3.54,4.76,9.0,3,0.5931
R0318,Tech-Savvy Millennial,31,3,2,3,3,1,3,1,0,0,0,1,0,1,3,3,3,3,3,3,3,3,5,3,4,2,9,5,4,4,1,9,6,2,80,2,3.25,3.0,4.0,4.03,6.3,6.0,4,0.865
R0319,Tech-Savvy Millennial,30,3,3,2,3,1,2,1,1,0,1,1,0,1,4,3,2,4,3,1,4,5,4,4,3,3,4,4,4,4,4,2,6,4,50,2,3.0,6.0,4.17,3.9,5.2,9.0,3,0.5219
R0320,Tech-Savvy Millennial,33,2,3,1,4,1,2,0,1,0,1,0,0,1,3,4,4,5,3,3,5,4,4,2,3,2,8,5,4,4,5,5,8,2,50,2,3.88,4.0,4.17,4.54,6.76,8.0,4,0.7669
R0321,Struggling Expat,34,1,3,4,3,1,3,0,0,0,1,1,0,1,5,4,5,3,3,5,5,5,5,5,4,2,5,5,5,5,4,1,5,3,10,2,4.38,1.0,4.5,4.59,7.96,4.0,4,0.58
R0322,Cautious Saver,39,3,3,4,3,2,1,0,0,0,1,1,0,1,3,1,2,4,2,4,3,4,5,5,4,4,6,4,2,4,5,4,6,2,30,2,2.88,1.0,3.17,3.54,4.76,4.0,4,0.5819
R0323,Struggling Expat,40,5,1,2,2,1,4,0,0,0,0,1,0,1,3,4,4,4,3,4,4,4,5,5,4,2,6,3,3,3,3,3,4,3,30,3,3.88,0.0,3.67,4.14,7.16,3.0,4,0.6019
R0324,Tech-Savvy Millennial,33,3,4,4,3,1,4,0,0,1,1,1,0,1,2,3,3,2,2,3,5,4,3,4,3,3,7,4,5,4,5,5,2,1,50,1,2.88,1.0,3.83,3.84,4.76,4.0,4,0.6931
R0325,High-Earning Nomad,31,5,5,4,4,3,2,1,1,0,1,1,0,1,3,3,5,4,3,3,3,4,3,4,5,1,5,3,4,4,3,3,6,4,80,2,3.38,6.0,3.83,3.69,6.16,9.0,3,0.5631
R0326,Cautious Saver,45,5,3,5,2,1,4,0,0,0,1,1,0,1,2,4,3,2,2,2,3,4,4,4,3,2,6,4,4,3,7,1,7,4,30,2,2.5,0.0,3.33,3.45,3.6,3.0,3,0.5481
R0327,Struggling Expat,40,2,5,5,3,1,4,0,0,0,0,0,0,1,4,2,5,4,4,4,4,5,4,5,3,1,3,4,5,4,3,1,7,4,10,2,4.12,1.0,4.0,4.46,7.64,4.0,3,0.445
R0328,Struggling Expat,40,3,1,4,3,1,2,1,0,1,1,0,0,1,4,3,4,3,4,4,4,4,5,5,2,2,6,4,4,4,3,3,10,2,30,2,4.0,3.0,3.5,4.4,7.4,6.0,4,0.59
R0329,Senior Finance Pro,50,4,4,5,3,1,1,1,0,0,1,1,0,1,4,3,1,3,2,2,4,4,4,4,4,3,6,4,4,3,4,4,6,4,50,2,2.75,2.0,3.33,3.78,4.7,6.0,4,0.5931
R0330,Tech-Savvy Millennial,31,5,5,4,3,1,2,0,1,1,1,1,1,1,3,3,4,4,2,3,4,4,5,4,3,2,3,4,4,3,5,6,8,3,30,2,3.25,4.0,3.83,4.03,5.5,9.0,6,0.5081
R0331,Senior Finance Pro,45,5,4,4,3,1,2,1,0,1,1,0,0,0,2,3,3,2,1,2,4,4,3,5,5,4,6,5,4,5,6,4,7,1,80,3,2.38,3.0,4.33,3.59,3.56,5.0,2,0.6631
R0332,Cautious Saver,41,3,3,2,3,3,1,1,0,1,1,1,0,0,3,3,2,4,3,3,4,4,5,5,2,2,4,3,4,4,5,3,8,4,30,3,3.12,3.0,3.5,3.36,5.24,5.0,3,0.49
R0333,Tech-Savvy Millennial,39,2,3,4,3,1,1,1,1,1,0,1,0,1,3,4,4,2,2,3,4,4,3,3,4,3,8,5,4,5,5,5,10,1,80,6,3.0,6.0,4.0,3.9,5.0,9.0,4,0.755
R0334,Tech-Savvy Millennial,34,4,4,3,3,2,1,0,0,1,1,0,0,0,4,3,4,2,3,3,5,3,5,4,5,3,5,3,3,3,4,2,9,3,50,3,3.5,1.0,3.5,3.85,6.2,3.0,2,0.525
R0335,Tech-Savvy Millennial,29,2,2,3,4,2,2,0,0,0,0,0,0,1,4,3,4,3,2,3,4,4,2,2,3,2,5,4,4,5,5,4,9,5,0,2,3.38,1.0,3.83,3.99,5.76,5.0,2,0.5781
R0336,Tech-Savvy Millennial,30,4,5,3,2,2,2,1,1,1,1,1,1,0,3,2,4,4,3,2,5,4,4,4,5,1,6,4,5,4,10,6,7,2,150,2,3.25,6.0,4.17,3.52,4.5,9.0,4,0.6819
R0337,Cautious Saver,37,5,4,4,2,2,2,0,0,0,1,1,1,1,3,3,3,3,2,1,3,3,5,4,2,3,7,5,4,3,6,8,6,3,30,2,2.62,1.0,3.67,3.21,4.04,5.0,5,0.7269
R0338,Cautious Saver,45,3,3,4,3,2,3,0,0,0,0,1,0,1,3,1,3,1,4,3,4,5,5,3,4,3,5,3,5,4,6,4,5,2,30,5,2.75,1.0,3.83,3.48,4.3,4.0,4,0.5781
R0339,Struggling Expat,33,3,3,1,3,1,4,0,0,0,0,0,1,1,3,3,5,4,3,3,5,4,4,5,2,2,6,4,2,5,3,4,5,3,10,2,3.88,1.0,4.0,4.34,7.16,6.0,4,0.64
R0340,Tech-Savvy Millennial,28,3,3,3,4,1,2,1,1,0,1,1,0,0,2,2,3,3,4,2,4,5,4,4,4,2,7,4,5,5,4,5,8,1,50,2,3.25,5.0,4.5,4.22,5.7,9.0,3,0.74
