Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q2_Gender_Label,Q4_Employment_Label,Q6_Nationality_Label,Q22_PricingModel_Label,Q2_Gender_1,Q2_Gender_2,Q2_Gender_3,Q2_Gender_4,Q4_Employment_1,Q4_Employment_2,Q4_Employment_3,Q4_Employment_4,Q4_Employment_5,Q6_Nationality_1,Q6_Nationality_2,Q6_Nationality_3,Q6_Nationality_4,Q6_Nationality_5,Q6_Nationality_6,Q6_Nationality_7,Q22_PricingModel_1,Q22_PricingModel_2,Q22_PricingModel_3,Q22_PricingModel_4,Q22_PricingModel_5,Q22_PricingModel_6,Q9_ReviewFrequency,Q10_NumCurrencies,Q12_SavingsPct,Q8_MobileBanking,Q8_DedicatedApp,Q11_Investment,Q11_Remittance,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q18_UAEBankIntegration,Q19_PrivacyConcern,Q23_Incentive,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Eng_WTPperPain,Flag_ValueSeeker,Flag_MultiCurrencyUser,Q21_WTP_AED,Q24_DownloadLikelihood,Respondent_ID
30,5,1,2,PreferNotSay,PrivateSector,Emirati,MonthlySubscription,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0,0,0,5,5,4,2,4,6,3,2,5,5,2,4,2,5,5,3,2,3,3,4,4.12,1.0,3.33,4.46,7.44,3.0,0,0.5581,2.43,0,0,10,5,R0544
37,2,2,4,Female,Government,Western,AnnualSubscription,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,1,1,0,0,1,4,3,5,3,5,5,4,4,5,5,2,4,4,2,4,3,5,4,5,3,3.75,3.0,4.17,4.28,6.9,6.0,3,0.6819,8.0,0,0,30,6,R0545
46,5,4,3,Male,Government,ArabExpat,Freemium,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,1,1,0,1,1,2,3,3,1,3,3,4,5,4,5,5,4,4,4,4,4,5,5,4,4,2.25,3.0,4.0,3.52,3.7,7.0,3,0.605,35.56,0,0,80,5,R0546
30,3,3,4,Male,Freelancer,SouthAsian,Freemium,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,2,1,1,0,0,2,2,4,3,3,3,5,4,4,3,4,4,2,1,5,4,5,3,5,4,2.88,6.0,4.5,3.54,4.96,9.0,3,0.9,27.78,0,0,80,9,R0547
37,5,4,4,PreferNotSay,PrivateSector,SouthAsian,Freemium,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,3,1,1,0,1,1,3,4,4,3,5,4,4,4,5,5,3,4,2,3,5,4,3,3,5,3,3.75,3.0,4.0,4.28,6.9,8.0,5,0.67,2.67,0,0,10,6,R0548
34,5,2,4,Female,BusinessOwner,Western,Freemium,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,4,3,5,4,4,7,3,5,4,5,3,5,1,2,3,5,5,2,4,2,4.12,1.0,3.83,4.26,7.84,2.0,1,0.6581,7.28,0,0,30,6,R0549
41,2,4,4,Male,PrivateSector,African,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,2,3,3,2,3,3,4,4,4,4,2,5,4,2,2,3,2,4,3,7,2.5,3.0,3.0,3.45,3.6,4.0,1,0.6,12.0,0,0,30,6,R0550
33,5,3,3,Female,PrivateSector,ArabExpat,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,0,1,4,5,5,4,4,5,5,3,5,4,4,4,3,1,4,4,4,4,3,6,4.38,1.0,4.0,4.39,7.56,3.0,5,0.67,2.28,0,0,10,6,R0551
43,4,2,5,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,4,3,4,3,4,3,3,4,5,4,3,5,3,3,3,4,4,3,5,5,3.38,1.0,3.67,3.89,5.76,2.0,1,0.7119,14.79,0,0,50,7,R0552
38,3,2,4,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,2,1,1,1,0,1,5,4,4,4,5,4,4,4,5,5,3,5,3,4,3,4,4,5,5,3,4.5,6.0,4.17,4.45,8.4,8.0,2,0.4219,6.67,0,0,30,2,R0553
33,2,2,4,Male,PartTime,SouthAsian,Freemium,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,1,5,5,5,5,5,6,4,5,4,5,4,4,1,4,5,4,3,4,5,3,3.5,1.0,4.0,4.15,6.4,3.0,3,0.93,2.86,0,0,10,10,R0554
35,5,4,3,Male,Government,Emirati,Freemium,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,1,1,1,1,0,2,4,5,2,3,4,5,3,4,5,4,4,2,3,4,3,3,3,3,5,3.12,6.0,3.5,4.16,5.24,9.0,3,0.7,48.08,0,1,150,7,R0555
48,5,5,3,Female,Government,Emirati,AnnualSubscription,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,0,1,0,0,3,2,3,3,2,5,3,4,4,5,4,5,2,2,2,3,3,3,3,5,2.38,4.0,3.0,3.29,3.76,7.0,3,0.6,33.61,0,0,80,6,R0556
33,2,4,2,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,1,0,1,2,4,3,3,5,3,4,5,4,3,3,5,2,5,3,5,3,4,3,5,3.5,4.0,3.67,4.15,6.0,7.0,3,0.8419,14.29,1,0,50,9,R0557
32,5,3,1,Female,PrivateSector,SouthAsian,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,1,0,1,3,3,3,2,4,3,5,5,4,3,3,4,1,3,4,4,3,3,4,6,3.12,4.0,3.83,3.96,5.04,6.0,3,0.8531,16.03,0,0,50,9,R0558
40,2,3,3,Male,PartTime,EastAsian,Freemium,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,3,0,1,0,0,3,3,3,1,3,2,3,3,4,3,3,5,2,2,4,4,4,5,3,1,2.38,4.0,3.67,2.81,4.56,6.0,3,0.5819,12.61,0,0,30,5,R0559
40,2,2,5,Male,Freelancer,EastAsian,Freemium,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,1,0,0,0,0,4,3,4,3,2,4,4,4,5,4,3,5,1,3,4,3,3,4,4,1,3.5,1.0,3.83,3.95,6.8,3.0,3,0.7231,2.86,0,0,10,7,R0560
39,3,4,5,Male,PrivateSector,Emirati,MonthlySubscription,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,0,1,1,2,2,2,3,4,4,4,3,5,3,3,5,3,3,5,5,4,4,5,5,2.75,1.0,4.33,2.98,4.5,5.0,4,0.6931,10.91,0,0,30,6,R0561
28,3,3,2,Male,PrivateSector,SouthAsian,PayPerFeature,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,1,3,2,4,2,2,4,3,4,5,4,4,5,3,2,4,5,2,4,4,4,3.0,1.0,3.67,3.6,5.2,3.0,3,0.7119,16.67,0,0,50,7,R0562
28,3,3,3,Male,PrivateSector,SouthAsian,FreeWithAds,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,1,1,1,2,5,2,3,4,5,4,4,3,4,5,2,2,5,3,5,5,4,6,3.0,3.0,4.17,3.4,4.8,6.0,2,0.8769,10.0,0,0,30,9,R0563
31,1,2,3,Male,PrivateSector,ArabExpat,Freemium,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,4,1,1,1,1,5,3,1,3,1,3,4,5,5,5,3,5,2,3,4,4,5,5,5,6,2.75,6.0,4.67,2.81,4.3,9.0,4,0.7169,10.91,0,0,30,6,R0564
47,5,5,5,Male,Freelancer,SouthAsian,MonthlySubscription,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,2,1,1,0,0,2,2,2,2,3,3,3,4,3,3,4,3,2,4,5,5,4,4,3,5,2.12,6.0,4.17,3.36,3.24,9.0,0,0.5519,23.58,0,1,50,4,R0565
31,1,4,4,Male,Freelancer,SouthAsian,MonthlySubscription,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,3,4,5,3,5,6,5,5,5,4,2,4,2,1,4,3,4,5,4,3,4.12,1.0,4.17,4.26,7.64,3.0,4,0.5519,2.43,0,0,10,4,R0566
39,2,4,5,Male,PrivateSector,Other,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1,0,0,1,1,2,2,2,2,4,4,3,4,5,4,5,5,3,2,4,5,4,3,4,3,2.25,0.0,3.83,3.52,3.9,6.0,5,0.5931,35.56,0,0,80,5,R0567
43,2,4,2,Male,BusinessOwner,EastAsian,Freemium,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,1,1,1,1,3,3,3,3,3,5,3,4,4,4,4,5,2,2,3,3,3,3,3,6,2.5,6.0,3.67,3.65,3.8,9.0,4,0.6469,60.0,0,0,150,6,R0568
33,3,3,2,Female,Freelancer,SouthAsian,Freemium,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,4,1,0,0,0,0,2,3,4,3,5,6,4,5,4,4,5,5,2,6,3,4,4,5,4,4,3.38,1.0,4.0,4.29,5.96,5.0,4,0.67,14.79,0,1,50,6,R0569
37,5,4,1,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,0,1,1,2,3,2,2,4,3,5,4,4,4,4,4,3,5,5,3,3,5,4,5,3.0,1.0,4.0,3.6,5.0,6.0,5,0.67,50.0,0,0,150,6,R0570
33,3,3,4,Male,Government,SouthAsian,FreeWithAds,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,1,3,3,5,4,5,6,3,4,5,5,3,5,3,2,5,4,3,4,4,2,4.0,1.0,4.0,4.4,7.6,4.0,4,0.93,0.0,0,0,0,10,R0571
36,4,2,3,Male,Government,EastAsian,FreeWithAds,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,0,0,0,0,3,3,1,3,5,2,4,3,5,4,4,5,3,4,4,5,3,4,5,3,3.0,1.0,4.0,4.1,5.4,4.0,0,0.67,10.0,0,1,30,6,R0572
49,2,5,5,Male,Government,ArabExpat,AnnualSubscription,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,1,0,0,1,1,3,2,5,2,4,4,4,3,3,4,4,5,3,2,3,3,3,4,5,5,3.12,1.0,3.67,4.16,5.24,7.0,5,0.5819,25.64,0,1,80,5,R0573
38,2,1,3,NonBinary,PrivateSector,SouthAsian,FreeWithAds,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,1,1,3,4,1,3,5,4,3,5,4,4,2,5,3,5,4,3,5,4,4,4,3.5,1.0,4.0,4.15,6.2,6.0,4,0.605,8.57,0,0,30,5,R0574
51,3,3,5,Male,Freelancer,EastAsian,MonthlySubscription,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,0,0,0,0,4,3,4,2,3,4,4,5,3,4,5,5,2,5,4,3,3,4,4,4,3.38,1.0,3.5,4.29,5.96,4.0,2,0.635,23.67,0,1,80,6,R0575
48,3,5,2,Male,PrivateSector,SouthAsian,FreeWithAds,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,0,0,4,4,4,2,5,4,5,5,3,3,5,4,1,2,5,4,4,4,2,3,3.62,6.0,3.67,4.41,6.64,9.0,2,0.5819,13.81,1,1,50,5,R0576
36,2,4,2,Male,Freelancer,SouthAsian,AnnualSubscription,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,3,1,1,0,0,3,2,4,2,4,3,5,5,4,4,3,5,4,5,3,4,4,5,5,5,3.25,6.0,4.17,3.42,5.5,8.0,1,0.8769,15.38,0,0,50,9,R0577
41,4,5,4,Male,Freelancer,SouthAsian,Freemium,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,2,1,0,1,0,3,3,4,3,2,5,4,4,4,5,5,3,1,3,3,4,3,4,3,6,2.88,3.0,3.5,3.74,4.56,9.0,4,0.57,27.78,0,1,80,5,R0578
39,2,3,4,Male,PrivateSector,ArabExpat,Freemium,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,2,1,1,0,0,0,3,3,4,5,4,4,2,4,5,4,3,5,3,2,4,3,4,3,4,4,3.62,3.0,3.67,4.01,6.44,5.0,2,0.7119,8.29,1,0,30,7,R0579
30,3,3,2,Female,Freelancer,SouthAsian,Freemium,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,2,0,1,0,1,4,2,4,2,4,4,5,4,3,2,3,5,2,4,5,4,4,3,4,4,3.12,4.0,4.17,3.66,5.44,7.0,3,0.8119,9.62,0,0,30,8,R0580
40,3,5,5,Male,BusinessOwner,SouthAsian,Freemium,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,1,0,1,2,4,2,3,5,4,5,4,3,4,4,4,2,3,3,2,3,4,4,5,2.75,3.0,3.33,3.97,4.5,8.0,4,0.6881,18.18,0,1,50,7,R0581
38,3,3,2,Female,BusinessOwner,SouthAsian,MonthlySubscription,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,4,1,0,0,0,1,5,3,3,3,4,5,5,5,4,4,5,3,3,4,3,4,4,4,4,2,3.38,0.0,4.0,4.29,6.36,5.0,4,0.67,23.67,0,1,80,6,R0582
36,3,3,3,Male,PrivateSector,Emirati,FreeWithAds,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,1,1,4,2,5,4,4,6,3,4,4,5,3,4,2,2,5,3,3,5,4,3,4.12,1.0,4.0,4.26,7.64,5.0,5,0.67,19.42,1,0,80,6,R0583
39,3,3,5,Male,PrivateSector,EastAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,1,1,0,0,0,1,2,4,1,3,3,3,3,4,4,4,5,4,1,5,4,4,5,4,5,2.0,3.0,4.33,3.6,3.0,6.0,0,0.6931,75.0,0,1,150,6,R0584
33,4,3,1,Female,Government,SouthAsian,Freemium,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,1,1,5,4,5,3,5,5,4,4,4,5,2,5,2,2,2,4,3,4,4,4,4.38,1.0,3.5,4.39,7.96,5.0,5,0.57,6.85,0,0,30,5,R0585
30,3,3,4,Male,PrivateSector,Emirati,MonthlySubscription,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,0,0,4,2,2,2,4,4,4,3,3,2,4,4,3,1,3,5,3,3,4,5,2.88,6.0,3.67,3.84,4.76,9.0,2,0.7119,10.42,0,0,30,7,R0586
35,2,3,5,Female,BusinessOwner,Western,Freemium,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,3,5,2,1,4,4,5,4,3,2,4,4,1,1,3,3,3,4,4,5,3.25,1.0,3.5,3.82,5.5,3.0,5,0.765,15.38,0,0,50,8,R0587
30,5,2,1,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,2,1,1,0,1,3,3,4,3,3,3,5,4,3,4,3,5,3,4,4,4,4,4,2,6,3.12,6.0,3.83,3.66,5.04,8.0,2,0.7881,9.62,0,0,30,8,R0588
28,3,1,2,Male,PrivateSector,EastAsian,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,1,1,0,0,4,4,3,3,4,4,3,4,3,4,3,4,3,3,3,4,3,3,4,4,3.38,6.0,3.67,3.79,5.96,8.0,2,0.7769,44.38,0,0,150,8,R0589
28,2,3,2,NonBinary,PrivateSector,ArabExpat,Freemium,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,1,0,1,0,3,2,4,3,4,4,5,3,4,4,2,5,1,3,5,4,4,5,3,6,3.38,3.0,4.17,3.89,5.56,7.0,4,0.6819,8.88,0,0,30,6,R0590
27,3,3,3,Male,PrivateSector,SouthAsian,Freemium,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1,1,1,0,1,3,4,2,4,3,4,4,4,4,2,5,2,1,3,4,5,4,4,6,2.88,6.0,4.0,3.74,4.56,9.0,3,0.605,10.42,0,1,30,5,R0591
40,2,2,4,Female,Freelancer,EastAsian,OneTimePurchase,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,1,0,0,0,1,5,3,5,4,5,6,4,4,5,5,4,4,3,3,5,3,3,4,5,4,4.38,1.0,3.83,4.39,7.96,3.0,5,0.5931,6.85,0,0,30,5,R0592
28,4,3,3,Male,PrivateSector,Western,PayPerFeature,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,2,2,4,4,4,3,4,4,4,4,3,5,2,1,4,5,3,4,5,4,3.38,6.0,4.33,3.59,5.96,7.0,2,0.6931,23.67,0,0,80,6,R0593
44,5,3,5,Female,PrivateSector,SouthAsian,MonthlySubscription,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,0,0,1,3,2,3,2,4,4,3,5,4,4,4,3,3,2,5,3,2,4,4,5,2.5,3.0,3.67,3.65,4.0,6.0,5,0.7119,32.0,0,0,80,7,R0594
45,5,4,2,Male,PrivateSector,Other,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,1,1,0,0,0,3,3,3,3,3,5,5,4,5,4,5,5,3,5,4,5,4,4,4,1,3.25,3.0,4.0,4.22,6.3,7.0,4,0.67,15.38,0,1,50,6,R0595
33,2,3,4,Male,Government,SouthAsian,Freemium,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,1,4,3,4,4,5,5,4,4,4,4,2,4,2,1,5,4,4,4,4,3,4.0,1.0,4.17,4.2,7.4,2.0,1,0.6819,2.5,0,0,10,6,R0596
36,2,1,4,Female,PrivateSector,Other,Freemium,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,3,1,0,1,0,0,4,3,4,3,2,5,5,5,5,5,3,4,1,3,4,4,4,3,5,1,3.25,4.0,4.17,4.03,6.3,6.0,0,0.6169,3.08,0,0,10,5,R0597
29,3,2,3,Female,Government,African,MonthlySubscription,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,0,0,0,1,2,3,3,3,3,4,5,5,4,3,3,4,3,1,5,4,5,4,3,5,3.12,1.0,4.17,3.96,5.24,4.0,4,0.7469,25.64,0,0,80,7,R0598
29,2,4,4,Female,Government,Western,AnnualSubscription,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,1,1,0,1,2,3,4,3,3,5,4,5,4,4,3,4,2,4,5,5,3,4,4,4,3.0,6.0,4.33,3.6,5.2,9.0,5,0.6281,26.67,0,0,80,5,R0599
30,3,3,3,Female,Freelancer,Other,AnnualSubscription,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,2,1,0,1,0,4,2,2,2,3,4,5,4,5,4,4,4,2,3,4,4,4,4,3,6,3.0,3.0,4.0,3.6,4.8,8.0,3,0.67,16.67,0,0,50,6,R0600
30,3,4,2,Female,BusinessOwner,EastAsian,Freemium,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,2,0,1,0,0,3,1,3,3,3,4,4,4,5,3,3,4,2,1,5,5,3,5,4,5,3.12,4.0,4.33,3.66,5.24,6.0,2,0.8881,16.03,0,0,50,9,R0601
30,2,2,2,Male,BusinessOwner,SouthAsian,Freemium,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,1,1,1,3,3,3,3,3,4,5,4,4,4,3,4,2,1,4,3,4,4,5,1,2.88,4.0,4.0,3.84,5.56,9.0,4,0.605,17.36,0,0,50,5,R0602
33,3,3,3,Male,BusinessOwner,SouthAsian,MonthlySubscription,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,1,0,0,2,2,4,3,4,4,4,5,4,3,3,5,2,3,4,5,4,3,3,5,3.12,4.0,3.83,3.76,5.24,6.0,3,0.7231,16.03,0,0,50,7,R0603
32,5,3,1,Male,PrivateSector,Emirati,MonthlySubscription,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,1,0,2,2,5,3,3,3,5,4,4,4,2,5,2,4,4,4,2,4,3,5,3.25,3.0,3.33,4.03,5.5,8.0,4,0.8181,15.38,0,0,50,9,R0604
30,5,2,4,Male,PrivateSector,SouthAsian,PayPerFeature,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,3,3,2,3,3,6,5,5,4,3,5,5,3,4,4,4,2,5,4,5,3.12,1.0,4.0,3.66,5.24,3.0,0,0.67,25.64,0,0,80,6,R0605
39,1,1,2,Male,PrivateSector,EastAsian,FreeWithAds,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,5,3,5,4,5,5,5,4,5,5,4,5,2,1,2,4,4,5,5,4,4.38,0.0,3.83,4.39,7.96,3.0,4,0.5931,2.28,1,0,10,5,R0606
35,2,2,4,Male,BusinessOwner,SouthAsian,Freemium,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,3,0,1,0,1,4,3,4,1,3,5,5,5,3,4,2,5,1,4,3,5,4,4,4,5,3.12,4.0,4.0,3.16,5.24,5.0,3,0.67,16.03,0,0,50,6,R0607
42,3,4,4,Male,PartTime,SouthAsian,Freemium,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,2,1,1,1,1,2,3,4,3,3,2,4,4,4,4,4,4,2,3,4,3,3,4,4,6,2.88,5.0,3.67,3.74,4.56,9.0,4,0.7119,27.78,0,1,80,7,R0608
33,4,1,1,Female,BusinessOwner,Western,Freemium,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,0,1,0,1,5,4,4,5,5,6,5,5,5,5,4,4,1,2,5,5,3,4,3,4,4.5,4.0,4.17,4.51,8.2,6.0,4,0.6819,6.67,0,0,30,6,R0609
32,2,3,4,Male,PrivateSector,African,Freemium,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,1,1,0,0,1,3,2,5,3,4,4,5,5,5,3,3,3,3,1,5,4,2,4,4,4,3.75,2.0,4.0,4.28,6.7,6.0,4,0.605,2.67,0,0,10,5,R0610
38,3,3,5,Male,BusinessOwner,Emirati,FreeWithAds,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,0,0,5,4,3,2,2,4,4,5,4,3,4,3,2,1,5,5,4,4,3,6,3.38,3.0,4.17,3.89,5.56,5.0,3,0.7469,23.67,0,0,80,7,R0611
42,2,2,4,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,2,1,0,0,0,2,3,3,2,4,3,4,5,5,3,4,5,4,6,3,4,3,4,4,4,3.0,3.0,3.67,3.4,5.2,4.0,0,0.5819,16.67,0,0,50,5,R0612
34,3,2,2,Female,PrivateSector,SouthAsian,OneTimePurchase,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,4,2,5,4,4,5,4,4,4,5,3,4,3,3,5,4,3,4,5,2,3.88,1.0,4.0,4.14,7.36,2.0,0,0.67,0.0,0,0,0,6,R0613
41,3,4,2,Female,PrivateSector,Western,FreeWithAds,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,1,1,0,1,1,4,4,4,2,5,5,4,5,2,5,4,5,3,2,3,5,3,4,5,6,3.62,3.0,4.0,4.21,6.04,8.0,4,0.67,8.29,0,0,30,6,R0614
47,5,3,4,Female,PrivateSector,SouthAsian,Freemium,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,4,2,0,0,1,1,4,2,4,2,5,6,4,5,4,5,4,4,2,2,5,4,4,4,3,4,3.38,0.0,3.83,3.99,5.96,7.0,5,0.6581,23.67,0,1,80,6,R0615
38,3,3,3,Male,Freelancer,Western,MonthlySubscription,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,1,0,0,1,3,4,5,3,4,6,4,4,2,5,5,4,3,2,4,4,3,4,3,6,3.5,3.0,3.17,4.55,5.8,7.0,3,0.7419,14.29,1,1,50,8,R0616
28,3,3,2,Male,PrivateSector,SouthAsian,MonthlySubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,1,4,2,4,2,3,3,4,5,4,4,5,4,2,2,4,5,3,4,4,4,3.12,1.0,4.17,3.46,5.44,2.0,2,0.8119,16.03,0,0,50,8,R0617
29,2,3,4,Male,PrivateSector,SouthAsian,AnnualSubscription,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,2,4,3,3,4,4,5,5,4,3,4,4,3,4,4,4,5,4,4,3,3.0,6.0,4.17,3.9,5.4,8.0,1,0.7469,10.0,0,0,30,7,R0618
