Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q2_Gender_Label,Q4_Employment_Label,Q6_Nationality_Label,Q2_Gender_1,Q2_Gender_2,Q2_Gender_3,Q2_Gender_4,Q4_Employment_1,Q4_Employment_2,Q4_Employment_3,Q4_Employment_4,Q4_Employment_5,Q6_Nationality_1,Q6_Nationality_2,Q6_Nationality_3,Q6_Nationality_4,Q6_Nationality_5,Q6_Nationality_6,Q6_Nationality_7,Q9_ReviewFrequency,Q10_NumCurrencies,Q12_SavingsPct,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_HealthDashboard,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q19_PrivacyConcern,Q17_InterfacePref_Label,Q17_InterfacePref_1,Q17_InterfacePref_2,Q17_InterfacePref_3,Q17_InterfacePref_4,Q17_InterfacePref_5,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q24_DownloadLikelihood,Q31_ConfidenceAI,Q27_CurrentSatisfaction,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Flag_MultiCurrencyUser,Q20_WTP_Binary
33,4,1,1,Female,BusinessOwner,Western,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,1,1,0,1,0,0,1,0,1,0,1,1,5,4,4,4,5,5,5,5,1,6,5,5,5,5,4,4,4,4,1,NoPreference,0,0,0,0,1,5,5,3,4,5,3,6,5,4,4.5,4.0,4.17,8.2,6.0,4,0.6669,0,0,0
32,2,3,4,Male,PrivateSector,African,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,1,0,0,1,1,0,1,0,1,1,3,2,5,4,3,4,4,5,3,4,5,5,5,3,3,3,3,4,3,Both,0,0,1,0,0,5,4,2,4,5,4,5,4,4,3.75,2.0,4.0,6.7,6.0,4,0.59,0,0,0
38,3,3,5,Male,BusinessOwner,Emirati,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,1,0,1,1,5,4,3,3,2,2,3,5,5,4,4,5,4,3,4,3,3,4,2,WhatsApp,0,0,0,1,0,5,5,4,4,4,3,7,5,6,3.38,3.0,4.17,5.56,5.0,3,0.7169,0,0,1
42,2,2,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,1,0,1,0,0,0,0,0,0,0,2,3,3,3,2,4,4,3,4,3,4,5,5,3,4,5,5,3,4,Both,0,0,1,0,0,3,4,3,4,4,4,5,4,4,3.0,3.0,3.67,5.2,4.0,0,0.5669,0,0,0
34,3,2,2,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,5,3,4,4,4,5,3,5,4,4,4,5,3,3,4,5,3,WebOnly,0,1,0,0,0,5,4,3,4,3,5,6,3,2,3.88,1.0,4.0,7.36,2.0,0,0.625,0,0,0
41,3,4,2,Female,PrivateSector,Western,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,1,0,1,0,1,0,0,1,1,1,4,4,4,4,2,5,2,4,4,5,4,5,2,5,4,5,5,4,3,NoPreference,0,0,0,0,1,3,5,3,4,4,5,6,6,6,3.62,3.0,4.0,6.04,8.0,4,0.67,0,0,0
47,5,3,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,2,1,0,0,0,1,1,0,1,1,1,1,4,2,4,3,2,5,3,4,4,6,4,5,4,5,4,4,4,5,2,WebOnly,0,1,0,0,0,5,4,4,4,3,3,6,5,4,3.38,0.0,3.83,5.96,7.0,5,0.6431,0,1,1
38,3,3,3,Male,Freelancer,Western,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,5,1,0,1,0,0,0,1,0,1,0,1,0,3,4,5,3,3,4,3,3,6,6,4,4,2,5,5,3,4,4,3,Both,0,0,1,0,0,4,4,3,4,1,3,8,6,6,3.5,3.0,3.17,5.8,7.0,3,0.7119,1,1,1
28,3,3,2,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0,1,0,1,0,0,0,4,2,4,1,2,3,4,5,1,3,4,5,4,4,5,4,4,2,2,Both,0,0,1,0,0,4,5,3,4,5,4,8,4,4,3.12,1.0,4.17,5.44,2.0,2,0.7519,0,0,0
29,2,3,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,2,4,3,2,3,4,2,4,3,4,5,5,4,3,4,5,4,4,3,Both,0,0,1,0,0,4,4,5,4,4,4,7,7,3,3.0,6.0,4.17,5.4,8.0,1,0.7469,0,0,0
42,3,3,4,Male,Government,Other,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,1,0,0,0,1,1,2,4,4,3,4,3,3,3,4,4,4,4,5,3,3,3,3,4,1,Both,0,0,1,0,0,4,3,3,4,4,5,4,3,6,3.25,1.0,3.83,5.3,3.0,3,0.5131,0,0,0
44,5,2,5,Male,Freelancer,Emirati,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,0,1,0,1,1,0,0,1,0,0,1,3,1,5,2,2,5,4,5,4,3,3,4,4,3,2,5,4,4,2,NoPreference,0,0,0,0,1,4,3,4,4,5,5,7,4,4,3.38,2.0,4.17,5.96,5.0,2,0.7019,0,0,0
31,2,4,3,Male,Freelancer,SouthAsian,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,0,1,1,4,4,4,2,4,4,3,4,6,2,3,4,4,3,3,4,5,4,1,Both,0,0,1,0,0,3,5,3,4,3,4,6,3,3,3.62,1.0,3.67,6.64,3.0,3,0.6019,1,0,1
31,5,3,3,Male,PrivateSector,Emirati,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,1,0,0,1,5,2,1,4,3,4,4,5,2,3,5,5,3,4,2,4,4,3,2,Both,0,0,1,0,0,4,5,5,4,5,4,7,4,4,3.5,1.0,4.5,6.2,4.0,4,0.725,1,0,1
44,4,4,5,NonBinary,Freelancer,ArabExpat,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,2,0,0,0,0,0,1,1,1,0,1,1,3,2,4,1,3,3,2,3,5,2,5,5,5,3,5,4,5,2,1,Both,0,0,1,0,0,4,5,3,4,2,5,5,3,3,2.62,1.0,3.83,4.64,5.0,5,0.5631,0,1,0
40,2,2,4,NonBinary,PartTime,ArabExpat,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,1,0,0,0,0,1,0,1,0,0,1,4,4,4,5,4,5,5,5,4,6,4,4,4,5,3,4,4,5,3,MobileOnly,1,0,0,0,0,3,3,3,4,4,3,2,1,2,4.5,1.0,3.33,8.56,3.0,3,0.3481,0,0,0
45,2,3,5,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,1,0,0,1,0,0,1,4,3,4,3,2,5,4,5,2,5,4,5,5,5,2,4,5,4,3,MobileOnly,1,0,0,0,0,5,4,5,5,5,4,2,4,2,3.75,0.0,4.67,7.1,3.0,2,0.4869,0,0,0
49,3,4,4,Male,Government,SouthAsian,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,3,0,0,1,1,0,1,1,1,1,0,1,1,2,2,4,1,2,1,3,2,2,4,4,5,5,3,5,4,4,2,Both,0,0,1,0,0,3,4,4,3,5,5,6,5,5,2.0,4.0,4.0,3.0,9.0,5,0.655,0,1,1
38,3,2,2,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,1,1,1,1,5,4,5,4,5,5,4,5,6,6,3,3,4,4,3,4,5,5,3,WhatsApp,0,0,0,1,0,5,4,3,4,3,3,7,7,3,4.5,1.0,3.67,8.4,5.0,5,0.7119,0,0,0
49,3,4,5,Male,PrivateSector,Western,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,2,1,1,0,0,1,1,1,0,1,1,1,1,2,3,2,5,3,3,3,3,4,4,5,4,4,2,5,4,4,3,Both,0,0,1,0,0,5,3,3,4,3,4,6,4,5,2.75,2.0,3.67,4.5,7.0,5,0.6169,0,0,1
30,2,3,3,NonBinary,Freelancer,EastAsian,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,2,0,1,1,0,0,1,1,1,0,0,0,2,3,3,1,2,5,3,4,2,5,4,4,3,4,4,4,5,4,2,MobileOnly,1,0,0,0,0,4,3,4,5,3,4,8,7,6,2.88,6.0,3.83,4.56,8.0,3,0.7731,0,0,1
30,3,5,4,Male,BusinessOwner,ArabExpat,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,1,1,1,1,0,0,1,0,1,1,1,1,3,2,2,3,3,3,3,4,4,4,5,4,4,3,2,4,5,4,1,Both,0,0,1,0,0,4,4,5,5,4,4,6,5,5,2.88,6.0,4.33,4.76,9.0,5,0.6781,0,1,1
38,4,2,5,Female,PrivateSector,Western,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,0,0,0,0,1,1,1,0,1,1,3,4,3,2,3,3,1,4,3,3,3,4,5,4,4,5,5,3,3,Both,0,0,1,0,0,4,2,3,5,5,3,4,3,4,2.88,1.0,3.67,4.96,3.0,5,0.5019,0,0,1
33,5,5,1,Male,BusinessOwner,SouthAsian,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,1,0,1,0,0,0,1,1,1,0,0,1,4,5,3,3,2,4,4,4,4,7,4,4,4,4,5,3,4,3,2,Both,0,0,1,0,0,5,4,3,3,5,2,5,3,4,3.62,3.0,3.67,6.44,8.0,4,0.5519,1,1,1
32,2,3,3,PreferNotSay,BusinessOwner,SouthAsian,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,2,1,0,0,0,1,0,1,1,0,0,1,1,4,4,5,5,3,4,5,5,2,5,4,4,5,4,3,4,5,5,2,MobileOnly,1,0,0,0,0,4,4,5,5,5,4,5,4,3,4.38,1.0,4.5,8.16,3.0,4,0.625,0,0,0
43,5,1,4,Male,PartTime,SouthAsian,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,1,0,1,0,0,0,0,0,1,0,0,1,3,2,4,5,3,5,5,5,3,4,4,5,4,5,2,4,5,5,2,MobileOnly,1,0,0,0,0,5,5,4,5,3,4,4,4,2,4.0,3.0,4.33,7.6,6.0,2,0.5631,0,0,0
35,3,4,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,0,1,0,0,1,1,0,0,1,1,4,2,3,4,2,3,4,3,3,4,4,4,5,4,3,3,5,3,3,WhatsApp,0,0,0,1,0,4,4,5,4,3,3,7,6,6,3.12,4.0,3.83,5.04,7.0,4,0.7081,0,0,0
40,3,4,5,Male,BusinessOwner,SouthAsian,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,4,2,0,0,1,0,0,1,0,1,1,1,1,3,2,2,3,1,4,2,2,6,4,4,4,5,5,4,4,5,3,3,WebOnly,0,1,0,0,0,3,4,4,4,3,5,8,5,6,2.38,4.0,3.83,3.56,9.0,5,0.7431,0,1,1
34,3,5,2,Female,PrivateSector,ArabExpat,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,5,3,2,4,5,5,5,5,5,5,4,5,2,5,5,5,3,NoPreference,0,0,0,0,1,5,4,3,5,3,5,5,3,5,3.38,1.0,4.17,5.76,2.0,0,0.5869,0,0,0
31,3,2,3,Male,Government,ArabExpat,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,2,0,1,1,0,0,1,1,1,0,1,0,3,3,4,3,1,4,2,4,4,4,4,3,3,4,3,3,4,3,3,MobileOnly,1,0,0,0,0,5,4,5,4,5,3,6,4,4,3.0,6.0,4.33,5.2,8.0,4,0.6631,0,0,1
29,3,4,3,Male,PrivateSector,Other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,1,1,1,1,0,1,3,3,3,3,1,3,4,3,2,5,5,5,3,4,4,4,4,3,2,MobileOnly,1,0,0,0,0,4,4,4,5,5,5,6,5,4,2.88,3.0,4.5,4.96,7.0,5,0.69,0,0,1
50,3,4,3,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,0,0,0,0,0,1,1,1,0,0,4,2,2,1,1,4,1,2,3,3,5,4,5,5,3,5,5,4,2,Both,0,0,1,0,0,4,3,3,4,3,4,6,6,6,2.12,1.0,3.5,3.04,6.0,3,0.635,0,1,1
30,5,3,4,Female,Freelancer,Western,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,0,0,1,1,0,0,1,1,5,2,5,3,3,4,3,5,3,4,3,3,5,2,5,4,4,4,2,Both,0,0,1,0,0,5,5,3,5,4,4,6,3,5,3.75,1.0,4.33,6.5,4.0,4,0.6481,1,0,1
46,5,4,5,Female,PrivateSector,EastAsian,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,1,0,0,1,0,1,0,1,1,2,4,2,3,3,3,3,2,2,2,5,3,5,4,5,5,5,4,4,NoPreference,0,0,0,0,1,3,3,3,4,2,4,5,2,7,2.75,6.0,3.17,4.1,9.0,4,0.5019,0,0,1
29,3,3,4,Female,PrivateSector,ArabExpat,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,1,1,1,1,0,0,0,0,1,1,1,1,2,4,4,4,4,3,1,3,6,4,5,5,3,3,3,5,5,5,2,Both,0,0,1,0,0,3,5,4,4,3,3,6,4,4,3.12,6.0,3.67,5.44,9.0,4,0.6169,0,0,1
50,3,3,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,2,0,0,0,0,0,1,1,0,0,1,1,2,3,3,3,1,3,2,2,2,3,4,5,4,5,5,4,4,5,2,Both,0,0,1,0,0,3,3,4,4,5,5,6,4,5,2.38,1.0,4.0,3.76,5.0,4,0.64,0,1,1
30,3,3,1,Male,Freelancer,SouthAsian,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,1,0,1,1,0,0,1,1,0,0,0,0,5,2,3,3,1,3,2,3,5,4,5,4,4,3,3,5,4,3,4,Both,0,0,1,0,0,5,5,4,3,5,4,5,3,3,2.75,6.0,4.33,4.9,8.0,2,0.5981,0,0,1
39,4,3,4,Male,PrivateSector,Emirati,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,0,0,1,0,0,0,1,1,0,0,1,5,3,3,3,2,3,2,3,2,7,5,2,4,4,5,5,4,4,3,MobileOnly,1,0,0,0,0,5,5,4,4,5,5,5,7,6,3.0,4.0,4.67,4.8,8.0,3,0.6819,0,1,1
34,2,3,1,Male,BusinessOwner,SouthAsian,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,1,0,0,0,1,0,1,1,0,0,0,1,4,4,5,5,1,5,4,5,6,4,3,5,5,4,3,5,4,5,3,Both,0,0,1,0,0,5,3,5,4,5,2,4,5,3,4.12,1.0,4.0,7.64,4.0,3,0.555,0,0,0
32,3,2,4,Female,PrivateSector,EastAsian,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,1,0,1,1,1,4,5,5,4,4,5,3,5,3,4,4,3,4,3,4,4,2,5,2,Both,0,0,1,0,0,5,4,3,4,4,4,7,6,1,4.38,1.0,4.0,8.56,6.0,4,0.72,0,0,0
44,3,3,1,Male,PrivateSector,Emirati,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,2,0,0,0,1,0,1,1,1,1,0,0,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,5,4,3,Both,0,0,1,0,0,3,3,3,3,3,3,4,2,4,3.25,1.0,3.33,5.7,5.0,4,0.4631,0,0,1
28,2,3,3,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,1,1,1,0,1,0,1,0,0,1,1,5,4,5,3,5,5,5,5,4,5,3,5,5,5,3,4,4,4,2,Both,0,0,1,0,0,5,4,3,5,3,4,6,5,3,4.5,5.0,4.0,8.4,9.0,3,0.655,0,0,0
33,2,3,3,Female,PrivateSector,EastAsian,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,1,0,0,0,0,0,1,0,0,0,1,2,4,4,2,4,2,4,4,3,4,4,2,4,3,4,5,4,1,NoPreference,0,0,0,0,1,4,5,4,4,5,3,8,5,7,2.88,3.0,4.17,4.36,5.0,1,0.7669,0,0,0
37,2,1,3,Female,PrivateSector,EastAsian,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,1,1,0,0,1,0,1,1,1,1,1,1,5,1,5,5,4,5,4,4,1,5,5,5,5,3,3,3,5,5,1,Both,0,0,1,0,0,5,5,3,4,4,3,5,4,2,4.12,1.0,4.0,7.84,6.0,6,0.59,0,0,0
47,5,2,2,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,6,4,4,5,5,3,4,3,5,4,Both,0,0,1,0,0,3,3,3,3,3,3,10,4,3,3.62,1.0,4.17,6.64,5.0,2,0.8519,0,1,0
36,2,3,4,Male,PartTime,Western,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,2,1,1,0,1,0,0,1,0,1,0,1,4,4,4,3,1,2,3,2,6,3,4,4,5,5,4,5,4,3,3,MobileOnly,1,0,0,0,0,3,3,2,4,3,5,6,3,3,2.88,3.0,3.33,5.16,7.0,3,0.5781,0,0,0
40,3,4,4,Male,Government,SouthAsian,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,1,0,0,3,3,3,1,2,3,3,3,6,3,3,3,5,5,5,4,5,5,2,WebOnly,0,1,0,0,0,5,4,4,4,4,4,4,1,7,2.62,3.0,4.17,3.84,7.0,1,0.5069,0,0,1
38,3,2,3,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,1,1,1,1,0,0,0,0,0,0,1,1,3,2,3,4,3,3,3,3,6,5,5,4,3,4,4,4,5,3,2,Both,0,0,1,0,0,5,4,5,4,4,3,8,3,3,3.0,6.0,4.17,5.4,9.0,2,0.7369,0,1,1
42,3,5,5,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,1,3,1,3,3,3,4,5,3,5,3,5,4,4,2,WhatsApp,0,0,0,1,0,3,5,4,3,4,4,9,7,5,2.62,1.0,3.83,4.24,6.0,4,0.8231,0,0,1
43,2,5,4,Female,BusinessOwner,ArabExpat,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,1,0,1,1,1,0,0,1,1,1,0,0,2,2,5,3,2,3,1,2,3,2,2,3,4,5,5,4,4,3,4,Both,0,0,1,0,0,5,5,5,4,3,5,6,4,5,2.5,6.0,4.5,4.0,9.0,3,0.675,0,1,1
41,2,1,4,Female,PrivateSector,Other,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,1,0,1,0,1,1,0,1,1,3,3,4,4,4,4,4,4,4,5,5,5,4,4,3,4,5,5,2,Both,0,0,1,0,0,5,2,5,5,5,4,7,6,2,3.75,3.0,4.33,7.1,7.0,4,0.7431,1,0,1
38,2,3,4,Female,PrivateSector,Emirati,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0,1,1,1,1,1,4,4,5,3,3,5,3,4,2,5,4,4,4,5,3,4,5,4,3,Both,0,0,1,0,0,5,3,3,3,5,5,6,5,3,3.88,4.0,4.0,7.16,8.0,5,0.655,1,0,1
46,4,5,2,Male,Freelancer,ArabExpat,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,3,0,1,0,0,1,0,0,1,1,1,1,3,2,3,2,3,3,1,3,5,3,4,5,5,4,4,5,4,4,2,Both,0,0,1,0,0,4,3,3,5,4,5,7,8,4,2.5,2.0,4.0,4.2,9.0,4,0.75,0,1,1
54,3,3,5,Female,Freelancer,SouthAsian,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,5,1,0,0,1,0,0,1,0,0,1,0,1,2,3,2,2,3,4,2,3,3,5,4,4,4,4,3,5,4,3,2,Both,0,0,1,0,0,4,4,5,4,3,3,8,6,5,2.62,4.0,3.83,4.24,9.0,3,0.7581,0,1,1
34,2,1,3,Male,Government,ArabExpat,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,1,1,0,0,0,0,1,1,1,0,0,0,2,4,5,3,4,5,5,4,2,5,5,4,4,4,4,3,3,4,2,Both,0,0,1,0,0,4,3,3,3,3,3,5,3,2,4.0,1.0,3.17,7.6,3.0,3,0.5169,0,0,0
31,5,3,1,Male,PrivateSector,Emirati,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,1,0,0,1,0,0,0,0,1,3,3,3,3,4,3,2,4,4,4,5,5,4,2,4,5,5,3,3,WebOnly,0,1,0,0,0,5,4,2,5,4,5,7,3,3,3.12,4.0,4.17,5.64,7.0,2,0.6869,0,0,1
30,3,5,2,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,1,0,0,1,1,3,2,3,2,5,3,4,2,3,5,5,3,3,5,4,5,5,1,MobileOnly,1,0,0,0,0,5,4,4,4,4,4,7,5,3,2.88,3.0,4.17,5.16,5.0,3,0.7169,0,0,0
34,2,5,4,Male,Government,EastAsian,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,2,0,1,0,0,0,1,1,1,0,1,1,2,3,3,2,4,3,2,4,4,4,5,3,4,3,5,4,5,5,2,MobileOnly,1,0,0,0,0,3,4,4,3,4,4,5,4,2,2.88,3.0,3.67,5.36,6.0,5,0.5669,0,0,1
31,2,4,3,Male,PrivateSector,ArabExpat,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,1,0,0,1,0,1,0,0,1,3,1,3,3,1,3,3,4,3,2,5,5,5,3,2,5,4,5,2,Both,0,0,1,0,0,3,4,3,4,4,4,6,4,4,2.62,4.0,3.67,4.44,6.0,3,0.6169,0,0,0
33,3,4,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2,0,0,1,0,0,1,1,0,0,1,1,3,4,3,4,4,4,2,4,4,5,4,3,3,4,3,4,4,5,3,Both,0,0,1,0,0,3,3,3,4,4,3,10,8,5,3.5,4.0,3.33,6.0,6.0,4,0.8531,1,0,1
31,3,2,1,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,1,0,0,0,0,1,1,1,1,1,3,4,2,2,2,4,3,4,3,4,4,4,3,4,3,3,5,3,2,Both,0,0,1,0,0,3,3,5,3,3,5,8,6,2,3.0,3.0,3.67,5.6,8.0,5,0.7469,0,0,1
45,3,4,4,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,1,0,1,0,1,0,1,1,3,2,3,2,2,3,3,5,5,3,3,4,4,4,4,5,5,3,2,WebOnly,0,1,0,0,0,3,5,4,4,4,4,4,5,6,2.88,1.0,4.0,4.56,4.0,4,0.555,0,0,1
34,3,3,4,Male,BusinessOwner,SouthAsian,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,0,1,0,0,0,1,1,1,1,0,1,4,3,1,3,2,4,2,4,7,5,4,4,3,4,3,4,4,5,2,MobileOnly,1,0,0,0,0,5,5,4,5,5,4,6,4,4,2.88,3.0,4.67,4.96,9.0,5,0.6869,0,1,1
45,2,4,2,Female,BusinessOwner,EastAsian,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,1,0,1,0,0,0,1,0,0,0,0,0,4,4,4,3,3,4,2,4,2,7,3,5,4,4,5,4,4,4,2,MobileOnly,1,0,0,0,0,4,4,5,4,3,3,8,6,4,3.5,3.0,3.83,6.2,6.0,1,0.7581,0,1,0
36,3,4,5,Male,Freelancer,Other,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,0,1,0,0,1,1,0,3,2,4,3,2,3,5,4,3,3,5,5,5,4,4,4,4,4,2,Both,0,0,1,0,0,4,4,3,5,4,3,4,3,4,3.25,3.0,3.83,5.7,7.0,3,0.5131,0,0,0
31,3,1,1,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,0,1,0,0,1,1,0,1,1,0,1,3,4,4,3,5,5,4,5,1,4,4,4,5,5,2,4,4,4,4,MobileOnly,1,0,0,0,0,4,4,3,4,5,4,7,8,4,4.12,2.0,4.0,7.44,8.0,4,0.75,1,0,1
42,3,4,5,Female,PrivateSector,SouthAsian,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,2,0,1,0,0,0,1,0,1,0,1,1,5,4,2,2,3,3,2,2,7,3,4,2,4,4,5,4,5,4,2,Both,0,0,1,0,0,5,4,2,4,4,3,7,5,5,2.88,3.0,3.67,4.76,6.0,4,0.6819,0,0,1
35,3,3,3,Male,Government,EastAsian,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,1,0,0,1,0,0,1,0,1,1,1,0,2,2,3,4,4,3,3,4,3,4,5,5,3,4,4,3,4,5,3,Both,0,0,1,0,0,3,3,4,4,4,4,8,5,5,3.12,4.0,3.67,5.24,9.0,4,0.7319,0,1,1
33,2,2,4,Male,PrivateSector,SouthAsian,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,1,0,1,0,3,2,3,4,2,4,5,4,1,4,5,4,5,4,4,5,5,5,2,Both,0,0,1,0,0,4,3,5,5,5,5,6,5,4,3.38,3.0,4.5,5.96,5.0,2,0.69,0,0,0
