Respondent_ID,Persona_Cluster,Q1_AgeRaw,Q3_Education,Q5_IncomeTier_Imputed,Q7_YearsDubai,Q10_NumCurrencies,Q12_SavingsPct,Q9_ReviewFrequency,Q8_MobileBanking,Q8_DedicatedApp,Q8_Spreadsheet,Q11_Remittance,Q11_FX,Q11_Investment,Q11_Subscriptions,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_HealthUnderstanding,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q19_PrivacyConcern,Q24_DownloadLikelihood,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_WouldRecommend,Q27_CurrentSatisfaction,Q31_ConfidenceAI,Q29_NPS,Q20_WTP_Intent,Q21_WTP_AED,Q22_PricingModel,Derived_PainComposite,Derived_TechAffinity,Derived_AdoptionAttitude,Derived_FinancialStress,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,KMeans_Label,Cluster_Name
R0608,Senior Finance Pro,42,3,4,4,4,2,2,1,1,1,1,1,1,1,2,3,4,2,3,2,4,4,4,4,4,2,7,4,3,4,6,4,6,2,80,2,2.88,5.0,3.67,3.74,4.56,9.0,4,0.6669,1,High-Value Nomads
R0609,Struggling Expat,33,4,1,1,2,1,3,0,1,1,1,0,0,1,5,4,4,4,5,5,5,5,5,5,4,1,6,5,5,4,4,5,2,4,30,2,4.5,4.0,4.17,4.51,8.2,6.0,4,0.6669,3,Budget-Conscious Expats
R0610,Struggling Expat,32,2,3,4,3,1,3,1,0,0,1,0,0,1,3,2,5,4,3,4,5,5,5,3,3,3,5,5,4,4,4,4,5,4,10,2,3.75,2.0,4.0,4.28,6.7,6.0,4,0.59,3,Budget-Conscious Expats
R0611,Tech-Savvy Millennial,38,3,3,5,2,1,3,1,0,1,0,0,0,1,5,4,3,3,2,3,4,5,4,3,4,2,7,5,5,4,6,5,8,2,80,1,3.38,3.0,4.17,3.89,5.56,5.0,3,0.7169,0,Digital-First Millennials
R0612,Cautious Saver,42,2,2,4,2,2,3,1,0,1,0,0,0,0,2,3,3,3,2,4,4,5,5,3,4,4,5,3,4,4,4,4,7,4,50,3,3.0,3.0,3.67,3.4,5.2,4.0,0,0.5669,4,Finance Professionals
R0613,Struggling Expat,34,3,2,2,2,1,5,0,0,1,0,0,0,0,4,2,5,3,4,4,4,4,4,5,3,3,6,5,4,4,2,3,7,5,0,5,3.88,1.0,4.0,4.14,7.36,2.0,0,0.625,3,Budget-Conscious Expats
R0614,Tech-Savvy Millennial,41,3,4,2,3,1,2,1,0,0,1,0,1,1,4,4,4,4,2,2,4,5,2,5,4,3,6,3,5,4,6,6,8,4,30,1,3.62,3.0,4.0,4.21,6.04,8.0,4,0.67,2,High-Value Nomads
R0615,High-Earning Nomad,47,5,3,4,4,2,2,0,0,1,1,0,1,1,4,2,4,3,2,3,4,5,4,5,4,2,6,5,4,4,4,5,4,2,80,2,3.38,0.0,3.83,3.99,5.96,7.0,5,0.6431,2,High-Value Nomads
R0616,High-Earning Nomad,38,3,3,3,5,1,2,1,0,0,1,0,0,0,3,4,5,3,3,3,4,4,2,5,5,3,8,4,4,4,6,6,7,1,50,3,3.5,3.0,3.17,4.55,5.8,7.0,3,0.7119,2,High-Value Nomads
R0617,Tech-Savvy Millennial,28,3,3,2,2,2,2,0,0,1,1,0,0,0,4,2,4,1,2,4,4,5,4,4,5,2,8,4,5,4,4,4,10,3,50,3,3.12,1.0,4.17,3.46,5.44,2.0,2,0.7519,0,Digital-First Millennials
R0618,Tech-Savvy Millennial,29,2,3,4,3,1,1,1,1,0,0,0,0,0,2,4,3,2,3,2,5,5,4,3,4,3,7,4,4,4,3,7,7,4,30,4,3.0,6.0,4.17,3.9,5.4,8.0,1,0.7469,0,Digital-First Millennials
R0619,Cautious Saver,42,3,3,4,2,3,3,0,0,0,1,0,0,1,2,4,4,3,4,3,4,4,5,3,3,1,4,4,3,4,6,3,2,5,0,2,3.25,1.0,3.83,3.22,5.3,3.0,3,0.5131,4,Finance Professionals
R0620,Cautious Saver,44,5,2,5,2,2,3,1,0,0,0,0,0,1,3,1,5,2,2,4,3,4,4,3,2,2,7,4,3,4,4,4,5,4,50,2,3.38,2.0,4.17,3.59,5.96,5.0,2,0.7019,4,Finance Professionals
R0621,Tech-Savvy Millennial,31,2,4,3,2,2,1,0,0,1,0,0,0,1,4,4,4,2,4,3,3,4,4,3,3,1,6,3,5,4,3,3,8,1,50,3,3.62,1.0,3.67,3.71,6.64,3.0,3,0.6019,4,Finance Professionals
R0622,Tech-Savvy Millennial,31,5,3,3,3,1,1,0,0,0,1,1,0,1,5,2,1,4,3,4,5,5,3,4,2,2,7,4,5,4,4,4,7,2,10,2,3.5,1.0,4.5,4.15,6.2,4.0,4,0.725,0,Digital-First Millennials
R0623,Senior Finance Pro,44,4,4,5,4,2,4,0,0,0,1,1,0,1,3,2,4,1,3,2,5,5,5,3,5,1,5,4,5,4,3,3,10,4,80,4,2.62,1.0,3.83,3.61,4.64,5.0,5,0.5631,1,High-Value Nomads
R0624,Struggling Expat,40,2,2,4,2,2,2,0,0,1,1,0,0,1,4,4,4,5,4,5,4,4,4,5,3,3,2,3,3,4,2,1,5,3,30,4,4.5,1.0,3.33,4.15,8.56,3.0,3,0.3481,3,Budget-Conscious Expats
R0625,Struggling Expat,45,2,3,5,2,1,2,0,0,0,0,0,0,1,4,3,4,3,2,4,4,5,5,5,2,3,2,5,4,5,2,4,3,4,10,3,3.75,0.0,4.67,4.08,7.1,3.0,2,0.4869,3,Budget-Conscious Expats
R0626,Senior Finance Pro,49,3,4,4,4,3,1,0,1,0,1,1,1,1,1,2,2,4,1,1,4,4,5,5,3,2,6,3,4,3,5,5,7,1,150,2,2.0,4.0,4.0,3.0,3.0,9.0,5,0.655,1,High-Value Nomads
R0627,Struggling Expat,38,3,2,2,2,1,2,0,0,0,1,0,1,1,5,4,5,4,5,4,3,3,4,4,3,3,7,5,4,4,3,7,8,4,30,2,4.5,1.0,3.67,4.51,8.4,5.0,5,0.7119,3,Budget-Conscious Expats
R0628,Cautious Saver,49,3,4,5,2,2,3,1,0,1,1,1,1,1,1,2,3,2,5,3,4,5,4,4,2,3,6,5,3,4,5,4,8,1,30,5,2.75,2.0,3.67,3.28,4.5,7.0,5,0.6169,1,High-Value Nomads
R0629,Tech-Savvy Millennial,30,2,3,3,3,2,2,1,1,0,1,1,0,0,2,3,3,1,2,3,4,4,3,4,4,2,8,4,3,5,6,7,6,2,50,6,2.88,6.0,3.83,3.54,4.56,8.0,3,0.7731,0,Digital-First Millennials
R0630,Tech-Savvy Millennial,30,3,5,4,4,1,2,1,1,1,1,0,1,1,3,2,2,3,3,3,5,4,4,3,2,1,6,4,4,5,5,5,10,2,50,2,2.88,6.0,4.33,4.04,4.76,9.0,5,0.6781,0,Digital-First Millennials
R0631,Cautious Saver,38,4,2,5,2,1,4,0,0,1,1,1,0,1,3,4,3,2,3,1,3,4,5,4,4,3,4,4,2,5,4,3,4,1,50,2,2.88,1.0,3.67,3.64,4.96,3.0,5,0.5019,4,Finance Professionals
R0632,High-Earning Nomad,33,5,5,1,5,1,2,1,0,0,1,1,0,1,4,5,3,3,2,4,4,4,4,4,5,2,5,5,4,3,4,3,7,2,80,2,3.62,3.0,3.67,4.61,6.44,8.0,4,0.5519,2,High-Value Nomads
R0633,Struggling Expat,32,2,3,3,2,1,4,0,0,0,1,1,0,1,4,4,5,5,3,5,4,4,5,4,3,2,5,4,4,5,3,4,5,4,50,6,4.38,1.0,4.5,4.39,8.16,3.0,4,0.625,3,Budget-Conscious Expats
R0634,Struggling Expat,43,5,1,4,3,1,5,1,0,0,0,0,0,1,3,2,4,5,3,5,4,5,4,5,2,2,4,5,5,5,2,4,4,4,30,2,4.0,3.0,4.33,4.4,7.6,6.0,2,0.5631,3,Budget-Conscious Expats
R0635,Tech-Savvy Millennial,35,3,4,4,3,2,2,0,1,0,1,1,0,1,4,2,3,4,2,4,4,4,5,4,3,3,7,4,4,4,6,6,9,4,50,1,3.12,4.0,3.83,3.66,5.04,7.0,4,0.7081,0,Digital-First Millennials
R0636,Senior Finance Pro,40,3,4,5,4,2,3,0,1,0,1,0,1,1,3,2,2,3,1,2,4,4,5,5,4,3,8,3,4,4,6,5,8,2,80,4,2.38,4.0,3.83,3.49,3.56,9.0,5,0.7431,1,High-Value Nomads
R0637,Struggling Expat,34,3,5,2,2,2,3,0,0,1,0,0,0,0,2,1,5,3,2,5,5,5,4,5,2,3,5,5,4,5,5,3,3,5,0,2,3.38,1.0,4.17,3.59,5.76,2.0,0,0.5869,3,Budget-Conscious Expats
R0638,Tech-Savvy Millennial,31,3,2,3,3,2,3,1,1,0,1,1,0,0,3,3,4,3,1,2,4,3,3,4,3,3,6,5,4,4,4,4,3,1,50,2,3.0,6.0,4.33,3.6,5.2,8.0,4,0.6631,0,Digital-First Millennials
R0639,Tech-Savvy Millennial,29,3,4,3,2,1,1,1,0,0,1,1,1,1,3,3,3,3,1,4,5,5,3,4,4,2,6,4,4,5,4,5,7,1,50,2,2.88,3.0,4.5,3.64,4.96,7.0,5,0.69,0,Digital-First Millennials
R0640,Senior Finance Pro,50,3,4,3,4,2,1,0,0,1,0,1,1,0,4,2,2,1,1,1,5,4,5,5,3,2,6,4,3,4,6,6,8,1,50,4,2.12,1.0,3.5,3.36,3.04,6.0,3,0.635,1,High-Value Nomads
R0641,Tech-Savvy Millennial,30,5,3,4,3,1,2,0,0,0,1,1,0,1,5,2,5,3,3,3,3,3,5,2,5,2,6,5,5,5,5,3,1,2,50,1,3.75,1.0,4.33,4.28,6.5,4.0,4,0.6481,3,Budget-Conscious Expats
R0642,Senior Finance Pro,46,5,4,5,3,1,1,1,1,0,1,0,0,1,2,4,2,3,3,3,5,3,5,4,5,4,5,3,3,4,7,2,6,1,80,4,2.75,6.0,3.17,3.78,4.1,9.0,4,0.5019,1,High-Value Nomads
R0643,Tech-Savvy Millennial,29,3,3,4,3,1,2,1,1,1,0,0,1,1,2,4,4,4,4,1,5,5,3,3,3,2,6,3,5,4,4,4,8,1,30,3,3.12,6.0,3.67,3.96,5.44,9.0,4,0.6169,0,Digital-First Millennials
R0644,Senior Finance Pro,50,3,3,4,4,2,2,0,0,0,1,1,0,1,2,3,3,3,1,2,4,5,4,5,5,2,6,3,3,4,5,4,6,1,50,2,2.38,1.0,4.0,3.49,3.76,5.0,4,0.64,1,High-Value Nomads
R0645,Tech-Savvy Millennial,30,3,3,1,3,1,3,1,1,0,1,1,0,0,5,2,3,3,1,2,5,4,4,3,3,4,5,5,5,3,3,3,8,2,50,3,2.75,6.0,4.33,3.78,4.9,8.0,2,0.5981,0,Digital-First Millennials
R0646,High-Earning Nomad,39,4,3,4,4,1,2,0,1,0,0,1,0,1,5,3,3,3,2,2,5,2,4,4,5,3,5,5,5,4,6,7,5,2,80,2,3.0,4.0,4.67,4.1,4.8,8.0,3,0.6819,0,Digital-First Millennials
R0647,Struggling Expat,34,2,3,1,3,1,3,0,0,0,1,1,0,1,4,4,5,5,1,4,3,5,5,4,3,3,4,5,3,4,3,5,5,3,30,4,4.12,1.0,4.0,4.46,7.64,4.0,3,0.555,3,Budget-Conscious Expats
R0648,Struggling Expat,32,3,2,4,3,1,3,0,0,0,0,1,1,1,4,5,5,4,4,3,4,3,4,3,4,2,7,5,4,4,1,6,5,4,30,2,4.38,1.0,4.0,4.59,8.56,6.0,4,0.72,3,Budget-Conscious Expats
R0649,Cautious Saver,44,3,3,1,3,2,2,0,0,0,1,1,1,0,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,4,2,6,2,50,4,3.25,1.0,3.33,3.72,5.7,5.0,4,0.4631,4,Finance Professionals
R0650,Struggling Expat,28,2,3,3,3,1,3,1,1,1,0,1,0,1,5,4,5,3,5,5,3,5,5,5,3,2,6,5,4,5,3,5,5,4,10,2,4.5,5.0,4.0,4.6103,8.4,9.0,3,0.655,3,Budget-Conscious Expats
R0651,Tech-Savvy Millennial,33,2,3,3,3,3,1,1,0,0,0,0,0,0,1,2,4,4,2,2,4,4,2,4,3,1,8,4,5,4,7,5,5,3,30,2,2.88,3.0,4.17,3.24,4.36,5.0,1,0.7669,0,Digital-First Millennials
R0652,Struggling Expat,37,2,1,3,3,1,4,0,0,1,1,1,1,1,5,1,5,5,4,4,5,5,5,3,3,1,5,5,5,4,2,4,6,4,10,3,4.12,1.0,4.0,4.46,7.84,6.0,6,0.59,3,Budget-Conscious Expats
R0653,Struggling Expat,47,5,2,2,4,1,3,0,0,1,0,0,0,1,3,3,3,3,3,3,4,4,5,5,3,4,10,3,3,3,3,4,10,3,10,3,3.62,1.0,4.17,4.41,6.64,5.0,2,0.8519,3,Budget-Conscious Expats
R0654,Cautious Saver,36,2,3,4,2,2,3,1,0,1,0,1,1,1,4,4,4,3,1,3,4,4,5,5,4,3,6,3,3,4,3,3,8,4,30,5,2.88,3.0,3.33,3.34,5.16,7.0,3,0.5781,4,Finance Professionals
R0655,Senior Finance Pro,40,3,4,4,3,2,1,1,0,1,0,0,1,0,3,3,3,1,2,3,3,3,5,5,5,2,4,5,4,4,7,1,7,1,50,3,2.62,3.0,4.17,3.41,3.84,7.0,1,0.5069,1,High-Value Nomads
R0656,Tech-Savvy Millennial,38,3,2,3,4,1,2,1,1,1,0,0,0,1,3,2,3,4,3,3,5,4,3,4,4,2,8,5,4,4,3,3,6,2,50,3,3.0,6.0,4.17,4.1,5.4,9.0,2,0.7369,0,Digital-First Millennials
R0657,Senior Finance Pro,42,3,5,5,3,4,4,0,0,0,0,0,1,1,2,3,4,4,1,1,4,5,3,5,3,2,9,3,5,3,5,7,6,1,80,3,2.62,1.0,3.83,2.81,4.24,6.0,4,0.8231,1,High-Value Nomads
R0658,Senior Finance Pro,43,2,5,4,4,1,1,1,1,0,0,1,1,0,2,2,5,3,2,1,2,3,4,5,5,4,6,5,5,4,5,4,6,2,80,2,2.5,6.0,4.5,3.85,4.0,9.0,3,0.675,1,High-Value Nomads
R0659,Struggling Expat,41,2,1,4,3,1,3,0,1,0,0,1,0,1,3,3,4,4,4,4,5,5,4,4,3,2,7,5,2,5,2,6,5,2,10,1,3.75,3.0,4.33,4.28,7.1,7.0,4,0.7431,3,Budget-Conscious Expats
R0660,Struggling Expat,38,2,3,4,2,3,2,0,1,0,0,1,1,1,4,4,5,3,3,3,4,4,4,5,3,3,6,5,3,3,3,5,1,2,50,3,3.88,4.0,4.0,3.54,7.16,8.0,5,0.655,3,Budget-Conscious Expats
R0661,Senior Finance Pro,46,4,5,2,4,3,1,1,0,0,0,0,1,1,3,2,3,2,3,1,4,5,5,4,4,2,7,4,3,5,4,8,6,1,150,3,2.5,2.0,4.0,3.25,4.2,9.0,4,0.75,1,High-Value Nomads
R0662,High-Earning Nomad,54,3,3,5,5,1,4,0,1,0,1,0,1,1,2,3,2,2,3,2,4,4,4,4,3,2,8,4,4,4,5,6,9,1,50,4,2.62,4.0,3.83,4.11,4.24,9.0,3,0.7581,2,High-Value Nomads
R0663,Struggling Expat,34,2,1,3,3,1,4,0,0,1,1,1,0,0,2,4,5,3,4,5,5,4,4,4,4,2,5,4,3,3,2,3,4,3,50,2,4.0,1.0,3.17,4.4,7.6,3.0,3,0.5169,3,Budget-Conscious Expats
R0664,Tech-Savvy Millennial,31,5,3,1,3,1,2,0,1,0,1,0,0,1,3,3,3,3,4,2,5,5,4,2,4,3,7,5,4,5,3,3,8,1,50,5,3.12,4.0,4.17,3.96,5.64,7.0,2,0.6869,0,Digital-First Millennials
R0665,Tech-Savvy Millennial,30,3,5,2,2,1,1,1,0,0,0,1,0,1,1,3,2,3,2,3,5,5,3,3,5,1,7,5,4,4,3,5,6,3,80,2,2.88,3.0,4.17,3.64,5.16,5.0,3,0.7169,0,Digital-First Millennials
R0666,Tech-Savvy Millennial,34,2,5,4,3,2,2,1,0,0,1,1,0,1,2,3,3,2,4,2,5,3,4,3,5,2,5,3,4,3,2,4,8,1,30,2,2.88,3.0,3.67,3.54,5.36,6.0,5,0.5669,0,Digital-First Millennials
R0667,Tech-Savvy Millennial,31,2,4,3,2,1,3,0,1,0,1,0,0,1,3,1,3,3,1,3,5,5,5,3,2,2,6,3,4,4,4,4,6,4,80,3,2.62,4.0,3.67,3.51,4.44,6.0,3,0.6169,4,Finance Professionals
R0668,Tech-Savvy Millennial,33,3,4,4,2,2,3,0,1,0,1,1,0,1,3,4,3,4,4,2,4,3,3,4,3,3,10,3,3,4,5,8,6,2,30,2,3.5,4.0,3.33,3.65,6.0,6.0,4,0.8531,0,Digital-First Millennials
R0669,Tech-Savvy Millennial,31,3,2,1,3,1,3,1,0,0,0,1,1,1,3,4,2,2,2,3,4,4,3,4,3,2,8,3,3,3,2,6,7,2,50,3,3.0,3.0,3.67,3.9,5.6,8.0,5,0.7469,0,Digital-First Millennials
R0670,Senior Finance Pro,45,3,4,4,3,2,1,0,0,0,1,0,0,1,3,2,3,2,2,3,3,4,4,4,4,2,4,3,5,4,6,5,5,2,80,1,2.88,1.0,4.0,3.54,4.56,4.0,4,0.555,4,Finance Professionals
R0671,Tech-Savvy Millennial,34,3,3,4,4,1,2,1,0,0,1,1,1,1,4,3,1,3,2,2,4,4,3,4,3,2,6,5,5,5,4,4,8,2,50,2,2.88,3.0,4.67,4.04,4.96,9.0,5,0.6869,0,Digital-First Millennials
R0672,High-Earning Nomad,45,2,4,2,4,1,3,1,0,0,1,0,0,0,4,4,4,3,3,2,3,5,4,4,5,2,8,4,4,4,4,6,8,3,80,2,3.5,3.0,3.83,4.35,6.2,6.0,1,0.7581,2,High-Value Nomads
R0673,Tech-Savvy Millennial,36,3,4,5,3,1,1,1,0,0,1,0,1,0,3,2,4,3,2,5,5,5,5,4,4,2,4,4,4,5,4,3,10,5,0,2,3.25,3.0,3.83,4.03,5.7,7.0,3,0.5131,4,Finance Professionals
R0674,Struggling Expat,31,3,1,1,3,1,2,1,0,0,1,0,1,1,3,4,4,3,5,4,4,4,5,5,2,4,7,4,4,4,4,8,6,2,10,4,4.12,2.0,4.0,4.46,7.44,8.0,4,0.75,3,Budget-Conscious Expats
R0675,Senior Finance Pro,42,3,4,5,3,2,3,1,0,0,1,0,0,1,5,4,2,2,3,2,4,2,4,4,5,2,7,5,4,4,5,5,8,2,50,6,2.88,3.0,3.67,3.54,4.76,6.0,4,0.6819,1,High-Value Nomads
R0676,High-Earning Nomad,35,3,3,3,4,1,4,0,1,0,1,0,1,0,2,2,3,4,4,3,5,5,3,4,4,3,8,3,3,4,5,5,0,2,80,2,3.12,4.0,3.67,4.16,5.24,9.0,4,0.7319,2,High-Value Nomads
R0677,Tech-Savvy Millennial,33,2,2,4,3,2,1,1,0,0,0,0,0,0,3,2,3,4,2,5,5,4,5,4,4,2,6,4,3,5,4,5,7,3,30,2,3.38,3.0,4.5,3.79,5.96,5.0,2,0.69,0,Digital-First Millennials
R0678,Senior Finance Pro,47,5,3,3,4,3,3,1,0,0,1,1,0,0,2,2,2,1,2,1,4,4,5,5,4,1,5,2,4,4,4,3,5,2,80,2,2.0,3.0,3.17,3.0,3.2,6.0,2,0.5169,1,High-Value Nomads
R0679,High-Earning Nomad,35,2,3,1,4,1,3,1,1,0,1,0,1,0,4,3,3,3,5,2,4,5,4,4,5,3,8,4,4,5,6,4,6,2,50,4,3.5,6.0,4.0,4.35,5.8,9.0,3,0.74,2,High-Value Nomads
R0680,High-Earning Nomad,40,5,5,3,4,1,4,1,1,0,1,0,1,1,2,4,3,4,1,3,4,5,3,4,5,1,8,4,4,3,4,7,7,1,50,2,2.88,6.0,3.83,4.04,4.96,9.0,4,0.7731,2,High-Value Nomads
R0681,Cautious Saver,40,2,3,2,3,1,2,0,0,1,0,0,1,1,1,3,4,1,2,3,4,4,5,4,3,4,7,5,4,5,6,2,7,1,80,2,2.62,1.0,4.5,3.71,4.04,6.0,3,0.695,4,Finance Professionals
R0682,Tech-Savvy Millennial,30,5,3,2,3,1,3,0,0,0,1,1,1,1,2,3,3,3,3,3,4,4,4,4,5,2,9,5,5,4,6,5,7,2,50,3,3.12,1.0,4.17,3.96,5.04,6.0,4,0.8169,0,Digital-First Millennials
R0683,Tech-Savvy Millennial,33,3,3,3,3,2,3,0,0,1,0,1,1,0,1,1,3,2,3,3,5,3,4,3,3,2,6,5,3,4,4,3,6,3,80,2,2.62,1.0,3.83,3.41,4.44,5.0,4,0.6131,4,Finance Professionals
R0684,Struggling Expat,32,3,2,4,2,1,3,0,0,1,1,1,0,1,4,4,4,5,5,4,4,3,5,5,3,1,6,4,4,4,2,6,5,3,0,4,4.5,0.0,4.0,4.45,8.56,3.0,5,0.67,3,Budget-Conscious Expats
R0685,High-Earning Nomad,36,3,4,4,5,1,3,0,0,0,1,0,1,1,3,3,5,3,3,5,3,4,3,4,5,4,4,3,5,3,5,4,8,2,150,4,3.5,1.0,4.0,4.55,6.0,8.0,4,0.54,2,High-Value Nomads
R0686,Struggling Expat,39,5,5,4,2,1,3,0,1,0,1,1,0,1,3,3,4,3,3,3,4,5,5,4,3,1,4,4,5,5,3,5,1,4,10,5,3.62,4.0,4.17,4.01,6.64,6.0,4,0.5669,3,Budget-Conscious Expats
R0687,Struggling Expat,33,2,2,4,2,1,5,0,0,1,0,1,0,1,5,3,5,5,5,1,4,5,4,5,3,3,8,5,3,4,4,6,4,3,30,2,4.12,1.0,4.0,4.26,7.44,3.0,3,0.77,3,Budget-Conscious Expats
R0688,Tech-Savvy Millennial,30,2,4,2,3,1,2,1,1,0,0,1,1,1,3,4,3,2,3,3,4,5,4,2,4,1,8,3,5,4,5,5,0,2,80,2,3.25,6.0,3.83,4.03,5.5,9.0,3,0.7431,0,Digital-First Millennials
R0689,Cautious Saver,46,3,1,4,2,1,2,1,1,0,1,0,0,1,2,3,3,2,5,3,3,5,5,4,3,4,7,4,4,3,5,2,6,2,80,5,3.25,6.0,3.5,3.82,5.5,8.0,3,0.625,4,Finance Professionals
R0690,Tech-Savvy Millennial,31,2,4,3,3,3,1,1,1,1,1,1,1,1,5,3,4,4,2,3,5,4,3,3,4,3,7,4,3,4,5,4,8,3,30,2,3.5,6.0,4.0,3.55,6.0,9.0,6,0.69,0,Digital-First Millennials
R0691,Senior Finance Pro,43,3,3,5,4,3,2,0,0,0,1,1,0,1,3,2,4,3,1,3,3,4,4,4,4,3,3,4,5,4,6,3,7,1,50,6,2.75,1.0,4.0,3.38,4.3,5.0,5,0.475,1,High-Value Nomads
R0692,Senior Finance Pro,43,5,4,3,3,2,3,1,0,1,1,1,0,1,2,1,1,3,2,1,3,4,3,4,4,2,4,3,3,4,6,1,6,2,80,6,2.0,3.0,3.83,3.04,3.0,6.0,5,0.4831,1,High-Value Nomads
R0693,Struggling Expat,47,5,2,1,2,1,2,0,0,0,1,1,0,1,4,3,5,2,3,5,3,4,5,5,4,1,5,3,4,4,2,4,6,3,10,3,3.88,0.0,3.67,4.14,7.36,3.0,4,0.5669,3,Budget-Conscious Expats
R0694,Tech-Savvy Millennial,29,3,4,3,3,1,4,0,0,0,0,0,0,1,4,2,2,3,2,3,5,5,4,4,3,1,7,4,5,5,6,5,7,2,50,2,3.0,1.0,4.0,3.9,4.8,4.0,3,0.705,0,Digital-First Millennials
R0695,Tech-Savvy Millennial,33,5,4,2,3,1,2,1,1,1,1,1,1,0,2,2,4,1,2,2,5,5,3,4,4,1,6,3,3,5,5,4,8,1,30,2,2.25,6.0,4.0,3.52,3.5,9.0,4,0.64,0,Digital-First Millennials
R0696,Struggling Expat,34,2,3,4,4,1,4,1,0,1,1,0,1,1,5,4,4,1,4,3,4,4,5,4,3,1,5,4,4,5,1,3,5,2,0,2,3.88,3.0,4.33,4.54,7.56,9.0,5,0.5981,3,Budget-Conscious Expats
R0697,Senior Finance Pro,46,3,4,5,3,2,2,1,1,1,0,0,0,0,2,2,3,2,2,1,5,3,4,5,4,1,6,3,5,5,7,3,5,2,150,3,2.12,6.0,4.33,3.16,3.0,8.0,0,0.6481,1,High-Value Nomads
R0698,Struggling Expat,32,3,2,1,3,1,4,0,0,0,0,1,0,1,3,5,5,3,4,3,5,4,4,5,3,3,7,5,4,4,1,3,6,2,10,2,4.0,1.0,4.17,4.4,7.8,4.0,3,0.6869,3,Budget-Conscious Expats
R0699,Tech-Savvy Millennial,34,3,3,2,2,1,2,0,0,0,1,0,1,0,3,2,4,3,3,1,4,4,5,2,3,2,8,3,4,4,6,1,8,1,30,2,2.62,1.0,3.33,3.51,4.04,4.0,3,0.6481,4,Finance Professionals
R0700,Struggling Expat,37,5,4,4,3,1,4,0,0,1,1,0,0,0,3,4,5,4,3,3,4,5,4,5,3,2,4,4,3,5,4,4,4,2,50,2,4.0,1.0,3.83,4.4,7.2,3.0,2,0.5281,3,Budget-Conscious Expats
R0701,Struggling Expat,37,2,3,4,2,2,3,0,0,0,1,1,0,1,4,5,5,4,3,5,4,4,4,4,3,1,6,4,4,4,3,5,6,3,30,2,4.5,1.0,4.17,4.15,8.4,3.0,4,0.6669,3,Budget-Conscious Expats
R0702,Tech-Savvy Millennial,31,3,4,2,3,1,3,1,0,0,1,1,1,0,3,1,3,3,1,2,4,4,4,4,2,2,10,5,5,4,5,8,9,2,30,3,2.25,3.0,4.5,3.52,3.5,7.0,4,0.935,0,Digital-First Millennials
R0703,Senior Finance Pro,51,2,4,5,4,2,2,0,0,0,1,1,0,1,1,3,3,2,1,1,4,4,4,4,5,1,5,3,4,4,5,4,8,2,50,1,2.25,1.0,3.83,3.42,3.5,5.0,3,0.5781,1,High-Value Nomads
R0704,Tech-Savvy Millennial,28,2,3,3,3,1,2,1,0,0,1,0,0,1,4,3,3,4,5,2,5,4,3,4,3,2,7,3,3,5,4,5,9,2,50,2,3.38,3.0,3.33,4.09,5.96,6.0,4,0.6581,0,Digital-First Millennials
R0705,Tech-Savvy Millennial,29,1,2,2,3,1,1,1,1,0,1,0,0,0,4,2,4,3,1,2,5,4,4,4,3,3,7,3,4,4,6,8,8,1,80,3,3.0,6.0,3.83,3.9,4.8,8.0,3,0.7381,0,Digital-First Millennials
R0706,High-Earning Nomad,34,5,5,1,3,1,4,1,1,1,0,1,1,1,3,3,3,4,1,3,4,4,3,5,5,3,8,4,3,4,5,6,7,4,80,3,3.0,6.0,4.0,3.9,5.0,9.0,4,0.77,2,High-Value Nomads
R0707,Senior Finance Pro,44,5,4,5,3,3,1,1,0,0,1,1,0,1,3,3,5,2,3,2,3,3,4,5,4,2,6,4,4,4,5,6,7,2,50,3,2.88,3.0,4.0,3.24,4.76,6.0,5,0.67,1,High-Value Nomads
R0708,Cautious Saver,43,3,2,3,3,1,2,1,0,0,1,0,0,1,2,2,2,3,5,1,4,3,5,4,5,4,6,3,3,3,5,3,7,2,50,2,2.75,3.0,3.5,3.78,4.5,6.0,4,0.59,4,Finance Professionals
R0709,Tech-Savvy Millennial,30,3,3,4,3,1,2,1,0,0,1,0,0,1,2,2,5,3,3,2,5,5,3,4,4,3,1,3,5,4,4,1,6,2,80,5,3.0,3.0,3.67,3.9,5.2,6.0,4,0.3219,4,Finance Professionals
R0710,Struggling Expat,32,2,4,3,4,1,3,0,0,1,1,0,0,0,4,4,5,3,5,5,3,5,5,5,4,3,3,4,5,3,3,5,5,3,10,1,4.5,1.0,4.0,4.6103,8.4,4.0,3,0.505,3,Budget-Conscious Expats
R0711,Cautious Saver,37,2,4,4,2,1,3,1,0,0,0,1,1,0,2,4,3,3,1,2,4,4,5,3,3,3,5,5,3,4,5,4,8,1,30,3,2.62,2.0,4.17,3.51,4.24,6.0,3,0.6019,4,Finance Professionals
