Respondent_ID,Persona_Cluster,Q1_AgeGroup,Q1_AgeRaw,Q2_Gender,Q3_Education,Q4_Employment,Q5_IncomeTier,Q6_Nationality,Q7_YearsDubai,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q8_Other,Q9_ReviewFrequency,Q10_NumCurrencies,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q11_None,Q12_SavingsPct,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_SubscriptionAlerts,Q16_CreditScore,Q16_HealthDashboard,Q16_ChatbotQueries,Q16_GamifiedSavings,Q17_InterfacePref,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q18_CryptoWallet,Q18_WPSSalary,Q18_InvestmentPlatform,Q18_EcommTracking,Q19_PrivacyConcern,Q20_WTP_Intent,Q20_WTP_Binary,Q21_WTP_Tier,Q21_WTP_AED,Q22_PricingModel,Q23_Incentive,Q24_DownloadLikelihood,Q25_Privacy,Q25_Cost,Q25_Complexity,Q25_BankIntegration,Q25_AITrust,Q25_NoNeed,Q25_Regulatory,Q25_Other,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Q28_FWImportance,Q29_NPS,Q29_NPS_Category,Q30_EaseOfUse,Q30_AIAccuracy,Q30_RealtimeFX,Q30_CustomerSupport,Q30_DataSecurity,Q30_PersonalisedInsights,Q30_BankIntegration,Q30_Offline,Q31_ConfidenceAI,Derived_PainComposite,Derived_FeatureDesirability,Derived_AdoptionAttitude,Derived_FinancialStress,Derived_TechAffinity,Flag_FlatlineResponder,Flag_OutlierAny,Q1_AgeGroup_Label,Q2_Gender_Label,Q3_Education_Label,Q4_Employment_Label,Q5_IncomeTier_Label,Q6_Nationality_Label,Q7_YearsDubai_Label,Q9_ReviewFrequency_Label,Q10_NumCurrencies_Label,Q12_SavingsPct_Label,Q14_BiggestChallenge_Label,Q15_MoneyLost_Label,Q17_InterfacePref_Label,Q19_PrivacyConcern_Label,Q20_WTP_Intent_Label,Q21_WTP_Tier_Label,Q22_PricingModel_Label,Q23_Incentive_Label,Q29_NPS_Category_Enc,Persona_Cluster_Enc,Q5_IncomeTier_Imputed,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Eng_WTPperPain,Flag_AgeIncomeAtypical,Flag_MultiCurrencyUser
R0568,Senior Finance Pro,3,43,1,2,4,4,5,2,0,1,1,0,0,0,1,3,1,1,0,1,0,1,0,1,3,3,3,3,3,3,3,3,4,5,3,4,4,4,4,4,4,5,2,2,5,5,4,2,3,5,3,2,1,1,6,150,2,2,6,1,0,0,0,1,0,0,0,3,3,3,3,3,3,6,8,4,Detractor,3,3,3,3,3,3,3,3,4,2.5,3.6,3.67,3.65,6.0,0,0,35-44,Male,Bachelors,BusinessOwner,20k-40k,EastAsian,1-3yrs,Daily,ThreeCurr,NoSavings,EmergencyPlanning,AED601-1000,NoPreference,SlightlyConcerned,YesDefinitely,Above100,Freemium,CashbackRewards,0,2,4,3.8,9.0,4,0.6169,0,60.0,0,0
R0569,High-Earning Nomad,2,33,2,3,3,6,2,2,0,0,0,0,0,0,3,4,0,1,1,0,1,1,0,1,2,3,4,4,3,5,3,3,5,6,4,5,4,4,5,3,5,5,4,4,3,5,5,4,4,5,5,2,1,1,4,50,2,6,6,1,1,1,0,0,0,0,0,3,4,4,5,4,4,4,6,10,Promoter,5,5,5,4,3,5,5,4,5,3.38,4.3,4.0,4.29,1.0,0,0,25-34,Female,MastersMBA,Freelancer,PNS,SouthAsian,1-3yrs,Monthly,FourCurr,NoSavings,Subscriptions,Above1000,Both,SlightlyConcerned,YesDefinitely,AED41-60,Freemium,RegulatoryCert,2,3,3,5.96,5.0,4,0.655,0,14.79,0,1
R0570,Senior Finance Pro,3,37,2,5,1,4,2,1,0,0,0,0,0,0,2,3,1,1,0,1,1,1,0,2,2,3,2,2,2,4,4,5,4,3,5,4,4,4,4,4,4,5,4,3,3,4,4,4,5,5,4,3,3,0,6,150,2,5,6,0,0,0,0,1,0,0,0,5,3,3,5,4,4,5,7,4,Detractor,4,4,5,5,5,4,5,4,2,3.0,4.1,4.0,3.6,1.0,0,0,35-44,Female,ProfQual,PrivateSector,20k-40k,SouthAsian,LessThan1yr,Weekly,ThreeCurr,1-10pct,EmergencyPlanning,AED101-300,Both,ModeratelyConcerned,MaybeAfterTrial,Above100,Freemium,ReferralDiscounts,0,2,4,5.0,6.0,5,0.61,0,50.0,0,0
R0571,Struggling Expat,2,33,1,3,2,3,2,4,1,0,0,0,0,0,4,3,1,1,0,0,1,1,0,1,3,3,5,5,4,5,3,4,1,6,3,4,5,5,3,5,3,4,3,4,1,5,4,3,4,2,5,3,5,0,1,0,1,2,10,1,0,1,0,0,0,0,0,5,4,3,4,4,4,2,8,5,Detractor,5,5,5,4,5,5,4,4,4,4.0,3.9,4.0,4.4,1.0,0,0,25-34,Male,MastersMBA,Government,10k-20k,SouthAsian,5-10yrs,Quarterly,ThreeCurr,NoSavings,FXLosses,Above1000,MobileOnly,ModeratelyConcerned,WontUse,AED0,FreeWithAds,CashbackRewards,0,0,3,7.6,4.0,4,0.84,0,0.0,0,0
R0572,Cautious Saver,3,36,1,4,2,2,5,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,1,3,3,1,4,3,5,3,2,2,2,4,3,5,4,4,4,4,5,4,2,3,5,3,1,5,3,4,3,3,0,3,30,1,4,6,1,0,0,0,0,0,0,0,4,5,3,4,3,5,3,8,4,Detractor,3,4,4,5,5,5,5,4,4,3.0,3.9,4.0,4.1,1.0,0,0,35-44,Male,Doctoral,Government,5k-10k,EastAsian,3-5yrs,Weekly,FourCurr,NoSavings,NoConsolidatedView,AED1-100,Both,ModeratelyConcerned,MaybeAfterTrial,AED21-40,FreeWithAds,AIFinancialAdvice,0,1,2,5.4,4.0,0,0.64,0,10.0,0,1
R0573,Senior Finance Pro,4,49,1,2,2,5,3,5,0,0,0,0,0,0,3,4,1,1,1,1,0,1,0,1,3,2,5,2,2,4,4,3,7,4,4,3,3,4,4,4,4,5,3,4,3,5,4,2,4,5,3,3,1,1,5,80,4,2,5,0,0,0,0,0,0,1,0,3,3,3,4,4,5,5,7,8,Passive,4,5,5,4,4,5,4,4,4,3.12,3.8,3.67,4.16,1.0,0,0,45-54,Male,Bachelors,Government,Above40k,ArabExpat,MoreThan10yrs,Monthly,FourCurr,NoSavings,NoChallenge,AED301-600,Both,ModeratelyConcerned,YesDefinitely,AED61-100,AnnualSubscription,CashbackRewards,1,2,5,5.24,7.0,5,0.5669,0,25.64,0,1
R0574,Struggling Expat,3,38,3,2,1,1,2,3,0,0,0,0,0,0,4,3,1,0,1,1,0,1,0,1,3,4,1,4,3,5,4,4,3,4,3,5,4,4,2,4,4,4,3,2,3,5,5,2,3,3,3,3,4,0,3,30,1,5,5,0,0,0,1,0,1,0,0,4,3,5,4,4,4,4,8,4,Detractor,5,4,5,5,4,5,4,3,4,3.5,3.5,4.0,4.15,1.0,0,0,35-44,NonBinary,Bachelors,PrivateSector,Below5k,SouthAsian,3-5yrs,Quarterly,ThreeCurr,NoSavings,HighFees,AED301-600,Both,ModeratelyConcerned,FreeOnly,AED21-40,FreeWithAds,ReferralDiscounts,0,0,1,6.2,6.0,4,0.59,0,8.57,0,0
R0575,High-Earning Nomad,4,51,1,3,3,6,5,5,1,0,0,1,0,0,2,4,0,1,1,0,0,0,0,1,4,3,4,3,2,3,4,4,4,4,4,5,3,4,5,2,3,4,4,4,4,5,4,3,3,4,5,2,2,1,5,80,3,5,6,0,0,0,0,1,0,0,0,4,3,3,4,3,4,4,6,7,Passive,4,5,5,4,5,5,4,3,6,3.38,3.8,3.5,4.29,1.0,0,0,45-54,Male,MastersMBA,Freelancer,PNS,EastAsian,MoreThan10yrs,Weekly,FourCurr,NoSavings,EmergencyPlanning,AED301-600,WhatsApp,SlightlyConcerned,YesIfJustified,AED61-100,MonthlySubscription,ReferralDiscounts,1,3,3,5.96,4.0,2,0.635,0,23.67,0,1
R0576,High-Earning Nomad,4,48,1,3,1,5,2,2,1,1,1,0,0,0,1,4,0,0,0,0,1,1,0,1,4,4,4,4,2,5,3,3,4,4,5,5,3,3,5,4,3,5,4,2,2,4,3,5,1,5,4,1,1,1,7,50,1,2,5,1,1,0,0,0,1,0,0,5,4,4,4,3,2,3,7,7,Passive,4,4,5,4,5,5,4,5,3,3.62,3.9,3.67,4.41,6.0,0,0,45-54,Male,MastersMBA,PrivateSector,Above40k,SouthAsian,1-3yrs,Daily,FourCurr,NoSavings,EmergencyPlanning,AED301-600,WebOnly,NotConcerned,YesDefinitely,DependsOnFeatures,FreeWithAds,CashbackRewards,1,3,5,6.64,9.0,2,0.5519,1,13.81,0,1
R0577,Tech-Savvy Millennial,3,36,1,2,3,4,2,2,0,1,1,0,0,1,2,3,0,1,0,0,0,0,0,3,3,2,4,4,2,4,3,4,1,3,5,5,4,4,3,3,3,5,5,4,3,5,2,2,3,3,5,4,2,1,4,50,4,5,9,0,1,0,0,0,0,0,0,3,4,4,5,4,5,5,8,7,Passive,5,4,3,4,4,4,4,3,7,3.25,4.1,4.17,3.42,6.0,0,0,35-44,Male,Bachelors,Freelancer,20k-40k,SouthAsian,1-3yrs,Weekly,ThreeCurr,11-20pct,FXLosses,AED101-300,Both,VeryConcerned,YesIfJustified,AED41-60,AnnualSubscription,ReferralDiscounts,1,4,4,5.5,8.0,1,0.8469,0,15.38,0,0
R0578,High-Earning Nomad,3,41,1,4,3,5,2,4,0,1,0,0,0,0,4,4,0,0,1,1,1,1,0,2,3,3,4,3,3,2,2,3,2,5,4,4,4,5,5,3,5,4,4,3,3,3,5,5,3,5,5,1,3,0,5,80,2,3,5,0,1,0,1,0,0,1,0,3,4,3,4,4,3,6,7,8,Passive,5,5,4,5,4,5,5,4,3,2.88,4.1,3.5,3.74,3.0,0,0,35-44,Male,Doctoral,Freelancer,Above40k,SouthAsian,5-10yrs,Quarterly,FourCurr,1-10pct,NoConsolidatedView,AED601-1000,Both,NotConcerned,MaybeAfterTrial,AED61-100,Freemium,BankIntegration,1,3,5,4.56,9.0,4,0.54,0,27.78,0,1
R0579,Struggling Expat,3,39,1,2,1,3,3,4,0,1,0,0,0,0,5,2,0,0,1,0,0,1,0,1,3,3,4,3,5,4,3,4,3,4,2,4,5,4,3,5,3,4,4,3,3,5,4,1,5,3,5,3,2,1,3,30,2,2,7,1,1,1,1,1,0,0,0,4,3,4,3,4,4,4,8,8,Passive,5,4,5,5,5,5,4,5,4,3.62,3.7,3.67,4.01,3.0,0,0,35-44,Male,Bachelors,PrivateSector,10k-20k,ArabExpat,5-10yrs,Rarely,TwoCurr,NoSavings,HighFees,AED301-600,Both,ModeratelyConcerned,YesIfJustified,AED21-40,Freemium,CashbackRewards,1,0,3,6.44,5.0,2,0.6669,1,8.29,0,0
R0580,Tech-Savvy Millennial,2,30,2,3,3,3,2,2,1,0,1,0,0,0,3,3,1,0,1,0,0,1,0,2,4,2,4,3,2,4,2,4,5,4,5,4,3,2,3,4,3,4,4,4,1,5,3,3,3,3,4,2,3,0,3,30,2,4,8,1,1,0,0,0,0,0,0,5,4,4,3,5,4,4,7,7,Passive,5,4,4,4,5,4,5,3,6,3.12,3.6,4.17,3.66,4.0,0,0,25-34,Female,MastersMBA,Freelancer,10k-20k,SouthAsian,1-3yrs,Monthly,ThreeCurr,1-10pct,Subscriptions,AED301-600,MobileOnly,SlightlyConcerned,MaybeAfterTrial,AED21-40,Freemium,AIFinancialAdvice,1,4,3,5.44,7.0,3,0.7819,0,9.62,0,0
R0581,Senior Finance Pro,3,40,1,3,4,5,2,5,1,0,1,1,1,0,2,4,1,1,0,0,1,1,0,1,2,4,2,2,3,5,2,2,7,4,5,4,3,4,4,5,3,4,2,1,3,4,5,4,4,4,4,2,2,1,4,50,2,3,7,0,1,0,1,0,0,0,0,3,2,3,4,4,4,5,8,4,Detractor,5,5,4,4,4,4,5,3,8,2.75,3.5,3.33,3.97,3.0,0,0,35-44,Male,MastersMBA,BusinessOwner,Above40k,SouthAsian,MoreThan10yrs,Weekly,FourCurr,NoSavings,NoChallenge,AED301-600,Both,SlightlyConcerned,YesIfJustified,AED41-60,Freemium,BankIntegration,0,2,5,4.5,8.0,4,0.7031,0,18.18,0,1
R0582,High-Earning Nomad,3,38,2,3,4,6,2,2,0,0,0,0,1,0,4,4,1,1,0,0,1,1,0,1,5,3,3,4,3,4,2,3,2,5,5,5,4,4,5,3,4,5,3,4,3,3,5,5,2,5,5,3,2,1,5,80,3,4,6,0,0,1,0,0,0,0,0,3,4,4,4,5,4,2,8,9,Promoter,3,4,4,3,5,4,3,5,6,3.38,4.2,4.0,4.29,0.0,0,0,35-44,Female,MastersMBA,BusinessOwner,PNS,SouthAsian,1-3yrs,Quarterly,FourCurr,NoSavings,NoConsolidatedView,AED601-1000,Both,ModeratelyConcerned,YesIfJustified,AED61-100,MonthlySubscription,AIFinancialAdvice,2,3,3,6.36,5.0,4,0.67,0,23.67,0,1
R0583,Struggling Expat,3,36,1,3,1,3,1,3,1,0,0,0,0,0,3,2,1,0,1,1,1,1,0,1,4,2,5,5,4,4,4,5,1,6,3,4,4,5,3,4,3,4,4,3,3,4,4,2,3,3,5,2,1,1,5,80,1,2,6,0,0,0,1,0,0,0,0,5,3,3,5,4,4,3,5,5,Detractor,5,4,4,4,5,5,4,4,5,4.12,3.7,4.0,4.26,1.0,0,1,35-44,Male,MastersMBA,PrivateSector,10k-20k,Emirati,3-5yrs,Monthly,TwoCurr,NoSavings,FXLosses,Above1000,Both,SlightlyConcerned,YesDefinitely,AED61-100,FreeWithAds,CashbackRewards,0,0,3,7.64,5.0,5,0.655,1,19.42,0,0
R0584,Senior Finance Pro,3,39,1,3,1,6,5,5,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,1,1,2,4,1,1,3,1,3,3,3,3,3,4,4,4,4,5,4,2,4,3,5,5,3,4,4,2,4,1,1,6,150,3,1,6,0,0,0,0,0,0,0,0,5,4,4,5,4,4,5,8,6,Detractor,5,5,4,5,4,5,5,5,3,2.0,3.7,4.33,3.6,3.0,0,0,35-44,Male,MastersMBA,PrivateSector,PNS,EastAsian,MoreThan10yrs,Weekly,FourCurr,NoSavings,HighFees,AED101-300,Both,VeryConcerned,YesDefinitely,Above100,MonthlySubscription,FreeMonthTrial,0,2,3,3.0,6.0,0,0.6481,0,75.0,0,1
R0585,Struggling Expat,2,33,2,4,2,3,2,1,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,1,5,4,5,4,3,5,4,5,1,5,4,4,4,5,2,4,3,4,5,4,5,5,4,3,4,3,5,2,4,0,3,30,2,2,5,1,1,0,1,0,0,0,1,2,4,3,4,4,4,4,8,4,Detractor,4,4,5,5,5,3,5,5,3,4.38,3.9,3.5,4.39,1.0,0,0,25-34,Female,Doctoral,Government,10k-20k,SouthAsian,LessThan1yr,Weekly,TwoCurr,NoSavings,FXLosses,AED601-1000,NoPreference,SlightlyConcerned,FreeOnly,AED21-40,Freemium,CashbackRewards,0,0,3,7.96,5.0,5,0.54,0,6.85,0,0
R0586,Tech-Savvy Millennial,2,30,1,3,1,3,1,4,1,1,1,0,0,0,2,3,0,1,0,0,0,1,0,1,4,2,2,2,2,4,3,4,2,4,4,3,3,2,4,4,3,4,4,4,2,4,3,2,3,4,3,3,1,1,3,30,3,1,7,1,1,0,1,0,0,0,0,3,5,3,3,4,4,5,7,7,Passive,4,4,4,3,4,5,3,3,5,2.88,3.5,3.67,3.84,6.0,0,0,25-34,Male,MastersMBA,PrivateSector,10k-20k,Emirati,5-10yrs,Weekly,ThreeCurr,NoSavings,NoConsolidatedView,AED301-600,WebOnly,ModeratelyConcerned,YesDefinitely,AED21-40,MonthlySubscription,FreeMonthTrial,1,4,3,4.76,9.0,2,0.6819,0,10.42,0,0
R0587,Tech-Savvy Millennial,3,35,2,2,4,3,4,5,1,0,0,0,0,0,1,2,1,1,1,0,1,1,0,1,3,5,2,4,1,4,3,4,2,4,5,4,3,2,4,3,4,4,3,4,3,4,5,3,3,4,4,1,2,1,4,50,2,1,8,0,1,0,0,0,0,0,0,3,3,3,4,4,4,5,8,6,Detractor,5,4,3,4,3,5,4,3,6,3.25,3.6,3.5,3.82,1.0,0,0,35-44,Female,Bachelors,BusinessOwner,10k-20k,Western,MoreThan10yrs,Daily,TwoCurr,NoSavings,NoConsolidatedView,AED301-600,Both,NotConcerned,YesIfJustified,AED41-60,Freemium,FreeMonthTrial,0,4,3,5.5,3.0,5,0.735,0,15.38,0,0
R0588,Tech-Savvy Millennial,2,30,1,5,1,2,5,1,0,1,1,0,0,0,2,3,1,0,0,0,1,0,0,2,3,3,4,3,3,3,3,3,2,3,5,4,3,4,3,4,4,5,4,5,3,5,3,3,3,4,4,3,1,1,3,30,2,4,8,0,0,0,1,0,0,0,0,4,4,4,4,5,2,6,7,9,Promoter,5,4,4,5,4,3,5,4,5,3.12,4.1,3.83,3.66,6.0,0,0,25-34,Male,ProfQual,PrivateSector,5k-10k,EastAsian,LessThan1yr,Weekly,ThreeCurr,1-10pct,NoConsolidatedView,AED101-300,Both,ModeratelyConcerned,YesDefinitely,AED21-40,Freemium,AIFinancialAdvice,2,4,2,5.04,8.0,2,0.7431,0,9.62,0,0
R0589,Tech-Savvy Millennial,2,28,1,3,1,1,5,2,1,1,1,0,0,0,1,3,0,0,1,0,1,0,0,2,4,4,3,2,3,4,3,4,1,4,3,4,3,4,3,5,3,4,4,4,3,4,3,4,4,4,3,3,1,1,6,150,2,3,8,0,0,1,0,0,0,0,0,3,4,3,3,5,4,4,7,9,Promoter,5,5,3,4,3,4,3,4,6,3.38,3.7,3.67,3.79,6.0,0,0,25-34,Male,MastersMBA,PrivateSector,Below5k,EastAsian,1-3yrs,Daily,ThreeCurr,1-10pct,FXLosses,AED301-600,Both,ModeratelyConcerned,YesDefinitely,Above100,Freemium,BankIntegration,2,4,1,5.96,8.0,2,0.7469,0,44.38,0,0
R0590,Tech-Savvy Millennial,2,28,3,2,1,3,3,2,0,1,0,0,0,0,2,2,0,1,1,1,0,1,0,1,3,2,4,3,3,4,3,5,2,4,5,3,4,4,2,2,3,3,3,4,5,5,5,3,4,5,3,1,1,1,3,30,2,3,6,0,0,0,0,0,0,0,0,5,4,4,5,4,3,6,8,9,Promoter,5,5,4,4,4,4,4,3,3,3.38,3.3,4.17,3.89,3.0,0,0,25-34,NonBinary,Bachelors,PrivateSector,10k-20k,ArabExpat,1-3yrs,Weekly,TwoCurr,NoSavings,NoConsolidatedView,AED301-600,NoPreference,NotConcerned,YesDefinitely,AED21-40,Freemium,BankIntegration,2,4,3,5.56,7.0,4,0.6369,0,8.88,0,0
R0591,Tech-Savvy Millennial,2,27,1,3,1,3,2,3,0,1,1,0,0,0,1,4,0,1,1,1,0,0,0,2,1,3,4,4,2,4,2,3,2,3,4,4,4,4,2,4,4,4,5,4,3,5,4,4,4,4,3,2,2,1,3,30,2,1,5,1,0,0,1,0,0,0,0,3,4,5,4,4,4,6,7,5,Detractor,5,3,5,3,4,5,4,3,3,2.88,3.9,4.0,3.74,6.0,0,0,25-34,Male,MastersMBA,PrivateSector,10k-20k,SouthAsian,3-5yrs,Daily,FourCurr,1-10pct,NoConsolidatedView,AED101-300,Both,SlightlyConcerned,YesIfJustified,AED21-40,Freemium,FreeMonthTrial,0,4,3,4.56,9.0,3,0.575,0,10.42,0,1
R0592,Struggling Expat,3,40,2,2,3,2,5,4,0,0,0,0,0,0,4,2,1,1,1,0,1,1,0,1,5,3,5,3,4,5,5,5,6,6,4,4,5,5,4,3,3,3,4,2,4,4,4,3,4,2,3,3,3,0,3,30,5,3,5,0,0,0,0,0,0,0,0,5,3,3,4,3,5,4,8,7,Passive,4,3,5,5,4,5,5,4,4,4.38,3.7,3.83,4.39,1.0,0,0,35-44,Female,Bachelors,Freelancer,5k-10k,EastAsian,5-10yrs,Quarterly,TwoCurr,NoSavings,InvestmentInfo,Above1000,WhatsApp,ModeratelyConcerned,MaybeAfterTrial,AED21-40,OneTimePurchase,BankIntegration,1,0,2,7.96,3.0,5,0.5781,0,6.85,0,0
R0593,Tech-Savvy Millennial,2,28,1,4,1,3,4,3,0,1,1,0,0,0,2,2,0,1,0,0,1,0,0,2,2,2,4,4,4,4,3,4,1,3,4,4,4,4,3,5,3,4,5,5,1,5,3,4,3,4,2,2,2,1,5,80,6,1,6,1,1,0,1,0,0,0,0,4,5,3,4,5,5,4,7,7,Passive,5,5,5,3,4,4,4,3,5,3.38,4.1,4.33,3.59,6.0,0,0,25-34,Male,Doctoral,PrivateSector,10k-20k,Western,3-5yrs,Weekly,TwoCurr,1-10pct,FXLosses,AED101-300,MobileOnly,SlightlyConcerned,YesIfJustified,AED61-100,PayPerFeature,FreeMonthTrial,1,4,3,5.96,7.0,2,0.6781,0,23.67,0,0
R0594,Senior Finance Pro,3,44,2,5,1,6,2,5,0,1,0,0,0,0,2,3,1,1,1,0,1,1,0,1,3,2,3,2,2,4,1,3,5,4,3,5,4,4,4,3,4,5,3,3,3,3,4,3,5,5,3,3,3,0,5,80,3,2,7,0,1,0,0,1,0,1,0,5,3,2,4,4,4,5,8,6,Detractor,4,5,5,5,5,4,5,3,7,2.5,3.8,3.67,3.65,3.0,0,0,35-44,Female,ProfQual,PrivateSector,PNS,SouthAsian,MoreThan10yrs,Weekly,ThreeCurr,NoSavings,Subscriptions,AED301-600,Both,ModeratelyConcerned,MaybeAfterTrial,AED61-100,MonthlySubscription,CashbackRewards,0,2,3,4.0,6.0,5,0.7119,0,32.0,0,0
R0595,High-Earning Nomad,4,45,1,5,1,4,7,2,0,1,0,0,0,0,3,4,0,1,1,0,1,1,0,1,3,3,3,3,3,3,5,3,4,5,5,4,5,4,5,4,4,5,3,2,3,5,4,4,2,5,4,3,1,1,4,50,3,5,6,0,0,1,0,0,0,0,0,4,5,4,4,3,4,1,8,4,Detractor,4,5,4,2,4,5,4,5,3,3.25,4.1,4.0,4.22,3.0,0,0,45-54,Male,ProfQual,PrivateSector,20k-40k,Other,1-3yrs,Monthly,FourCurr,NoSavings,EmergencyPlanning,AED601-1000,Both,ModeratelyConcerned,YesDefinitely,AED41-60,MonthlySubscription,ReferralDiscounts,0,3,4,6.3,7.0,4,0.625,0,15.38,0,1
R0596,Struggling Expat,2,33,1,2,2,3,2,4,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,4,3,4,3,4,5,4,5,2,5,4,4,4,4,2,3,1,4,4,5,3,4,4,1,3,2,3,2,3,0,2,10,2,1,6,1,0,0,1,0,0,0,0,5,4,4,4,4,4,3,7,6,Detractor,5,3,5,4,2,4,5,5,4,4.0,3.5,4.17,4.2,1.0,0,0,25-34,Male,Bachelors,Government,10k-20k,SouthAsian,5-10yrs,Monthly,TwoCurr,NoSavings,NoConsolidatedView,AED601-1000,Both,SlightlyConcerned,MaybeAfterTrial,AED1-20,Freemium,FreeMonthTrial,0,0,3,7.4,2.0,1,0.6519,0,2.5,0,0
R0597,Struggling Expat,3,36,2,2,1,1,7,4,0,0,1,1,0,0,4,3,0,0,0,0,0,0,1,1,4,3,4,3,3,2,3,4,6,5,5,5,5,5,3,3,3,3,3,3,1,4,5,3,4,2,5,1,4,0,2,10,2,3,5,0,0,1,0,0,1,0,0,4,4,4,3,5,5,1,7,5,Detractor,5,4,5,5,5,4,5,4,6,3.25,3.8,4.17,4.03,4.0,0,0,35-44,Female,Bachelors,PrivateSector,Below5k,Other,5-10yrs,Quarterly,ThreeCurr,NoSavings,InvestmentInfo,AED601-1000,MobileOnly,NotConcerned,FreeOnly,AED1-20,Freemium,BankIntegration,0,0,1,6.3,6.0,0,0.6319,0,3.08,0,0
R0598,Tech-Savvy Millennial,2,29,2,3,2,2,6,3,0,0,0,0,0,0,3,3,1,1,1,0,0,1,0,1,2,3,3,4,3,3,3,4,4,4,5,5,4,3,3,5,3,4,3,4,3,4,5,4,3,5,3,3,2,1,5,80,3,1,7,1,0,0,0,0,1,0,0,5,4,5,4,4,3,5,5,10,Promoter,5,5,3,3,5,4,5,3,3,3.12,3.9,4.17,3.96,1.0,0,1,25-34,Female,MastersMBA,Government,5k-10k,African,3-5yrs,Monthly,ThreeCurr,NoSavings,EmergencyPlanning,AED301-600,Both,ModeratelyConcerned,YesIfJustified,AED61-100,MonthlySubscription,FreeMonthTrial,2,4,2,5.24,4.0,4,0.6869,0,25.64,0,0
R0599,Tech-Savvy Millennial,2,29,2,2,2,4,4,4,1,1,1,0,0,0,1,3,1,1,1,0,1,1,0,2,2,3,4,2,3,3,2,5,1,5,4,5,4,4,3,4,2,5,4,4,3,4,3,4,3,4,2,2,2,1,5,80,4,4,5,0,1,0,0,0,0,0,0,5,5,3,4,5,4,4,7,8,Passive,5,4,5,2,5,4,3,3,3,3.0,3.9,4.33,3.6,6.0,0,0,25-34,Female,Bachelors,Government,20k-40k,Western,5-10yrs,Daily,ThreeCurr,1-10pct,FXLosses,AED601-1000,Both,SlightlyConcerned,YesIfJustified,AED61-100,AnnualSubscription,AIFinancialAdvice,1,4,4,5.2,9.0,5,0.5981,0,26.67,0,0
R0600,Tech-Savvy Millennial,2,30,2,3,3,3,7,3,0,1,0,0,0,0,2,3,0,0,1,1,0,1,0,2,4,2,2,4,2,3,2,5,2,4,5,4,5,4,4,4,3,5,5,5,3,4,3,4,4,5,5,2,3,0,4,50,4,3,6,0,0,0,0,0,0,0,0,4,4,4,4,5,3,6,7,6,Detractor,5,4,5,5,4,3,5,3,7,3.0,4.4,4.0,3.6,3.0,0,0,25-34,Female,MastersMBA,Freelancer,10k-20k,Other,3-5yrs,Weekly,ThreeCurr,1-10pct,NoConsolidatedView,AED301-600,Both,SlightlyConcerned,MaybeAfterTrial,AED41-60,AnnualSubscription,BankIntegration,0,4,3,4.8,8.0,3,0.685,0,16.67,0,0
R0601,Tech-Savvy Millennial,2,30,2,3,4,4,5,2,1,0,1,0,0,0,2,3,0,0,1,0,1,0,0,2,3,1,3,4,3,3,3,5,2,4,4,4,5,3,3,4,3,4,5,3,3,4,3,4,2,5,5,2,1,1,4,50,2,1,9,0,1,0,0,1,0,0,0,5,5,3,5,4,4,5,8,6,Detractor,3,4,4,4,5,4,4,3,9,3.12,3.8,4.33,3.66,4.0,0,0,25-34,Female,MastersMBA,BusinessOwner,20k-40k,EastAsian,1-3yrs,Weekly,ThreeCurr,1-10pct,NoConsolidatedView,AED301-600,Both,SlightlyConcerned,YesDefinitely,AED41-60,Freemium,FreeMonthTrial,0,4,4,5.24,6.0,2,0.8881,0,16.03,0,0
